id,product_id,employee_id,customer_id,sale_date,bundle_amount,product_sale_price,total_price
35,21,72,00158000002dVTSAA2,2014-11-09T08:03:48,400,332.5,133000.0
36,6,57,00158000002dVScAAM,2013-11-25T21:34:19,1700,359.1,610470.0
37,9,64,00158000002dVSOAA2,2013-10-29T14:05:48,800,1275.0,1020000.0
38,21,62,00158000002dVTAAA2,2015-08-03T07:38:51,1600,280.0,448000.0
39,10,80,00158000002dVSbAAM,2012-10-01T03:23:28,1600,1500.0,2400000.0
40,13,61,00158000002dVTEAA2,2013-08-27T01:32:25,3000,950.0,2850000.0
41,8,58,00158000002dVTRAA2,2015-04-25T11:23:49,2800,899.991,2519974.8
42,21,47,00158000002dVSpAAM,2014-08-24T23:03:54,1500,297.5,446250.0
43,23,64,00158000002dVSMAA2,2014-02-09T01:59:33,600,639.992,383995.2
44,23,70,00158000002dVTBAA2,2014-05-15T03:59:26,2700,599.9925,1619979.75
45,12,55,00158000002dVTSAA2,2015-11-24T10:13:16,3400,760.0,2584000.0
46,20,67,00158000002dVSfAAM,2012-11-17T08:15:14,1000,611.1,611100.0
47,9,51,00158000002dVSUAA2,2013-01-05T20:31:41,3900,1275.0,4972500.0
48,21,60,00158000002dVSaAAM,2014-10-22T12:53:03,3500,280.0,980000.0
49,8,72,00158000002dVSoAAM,2011-08-14T04:52:38,900,749.9925,674993.25
50,7,58,00158000002dVTEAA2,2013-05-22T03:49:45,4000,527.25,2109000.0
51,14,65,00158000002dVTLAA2,2015-04-10T23:10:26,2200,1350.0,2970000.0
52,25,79,00158000002dVStAAM,2015-08-11T23:08:56,400,1785.0,714000.0
53,24,64,00158000002dVT1AAM,2015-11-04T13:47:59,1700,1440.0,2448000.0
54,24,72,00158000002dVTMAA2,2014-09-17T17:52:39,300,1350.0,405000.0
55,14,57,00158000002dVTFAA2,2013-02-26T16:35:35,100,1425.0,142500.0
56,6,80,00158000002dVSZAA2,2013-12-20T07:09:48,900,359.1,323190.0
57,22,71,00158000002dVTSAA2,2014-07-26T11:48:23,1400,637.5,892500.0
58,20,54,00158000002dVScAAM,2013-06-04T22:29:15,3200,543.2,1738240.0
59,20,78,00158000002dVSHAA2,2015-04-13T01:46:38,2100,509.25,1069425.0
60,3,56,00158000002dVTTAA2,2013-01-23T15:46:03,3500,474.9905,1662466.75
61,9,78,00158000002dVTJAA2,2013-11-11T22:54:49,3000,1350.0,4050000.0
62,26,56,00158000002dVT6AAM,2011-08-06T15:34:09,3200,84.9915,271972.8
63,14,73,00158000002dVSoAAM,2012-04-25T17:31:06,3400,1200.0,4080000.0
64,8,61,00158000002dVTCAA2,2013-09-25T12:58:40,800,749.9925,599994.0
65,22,68,00158000002dVSgAAM,2013-02-07T04:15:23,600,712.5,427500.0
66,26,51,00158000002dVSNAA2,2012-12-24T22:18:38,700,89.991,62993.7
67,11,71,00158000002dVTLAA2,2013-03-14T15:25:38,700,497.25,348075.0
68,6,62,00158000002dVSlAAM,2015-02-27T18:56:27,1600,319.2,510720.0
69,5,60,00158000002dVSMAA2,2012-11-02T04:00:31,1600,262.875,420600.0
70,25,78,00158000002dVShAAM,2012-03-20T03:23:30,200,1995.0,399000.0
71,4,60,00158000002dVSgAAM,2011-09-24T18:33:40,1600,224.991,359985.6
72,14,74,00158000002dVSHAA2,2014-07-07T22:03:43,2100,1275.0,2677500.0
73,12,57,00158000002dVSOAA2,2011-05-08T00:02:50,3300,640.0,2112000.0
74,22,54,00158000002dVSvAAM,2014-07-25T01:44:30,1100,562.5,618750.0
75,23,58,00158000002dVT2AAM,2012-03-02T10:08:43,2800,759.9905,2127973.4
76,11,75,00158000002dVT0AAM,2012-07-16T20:38:00,3100,526.5,1632150.0
77,11,55,00158000002dVSiAAM,2014-08-02T01:07:01,3800,497.25,1889550.0
78,20,51,00158000002dVTIAA2,2013-04-19T08:48:29,1900,543.2,1032080.0
79,1,79,00158000002dVT3AAM,2011-11-09T11:39:42,900,223.5,201150.0
80,21,58,00158000002dVSOAA2,2013-08-16T07:22:06,2800,332.5,931000.0
81,24,72,00158000002dVSvAAM,2013-05-18T20:36:24,1100,1620.0,1782000.0
82,5,78,00158000002dVSqAAM,2012-08-06T04:35:27,1600,297.925,476680.0
83,10,66,00158000002dVSkAAM,2015-08-09T13:57:52,3500,1600.0,5600000.0
84,4,80,00158000002dVT4AAM,2014-09-18T05:42:11,4000,187.4925,749970.0
85,8,52,00158000002dVTOAA2,2012-12-25T18:10:47,3000,949.9905,2849971.5
86,24,56,00158000002dVSmAAM,2012-03-06T01:46:43,3200,1620.0,5184000.0
87,7,55,00158000002dVTHAA2,2012-07-27T23:57:49,300,471.75,141525.0
88,26,69,00158000002dVSTAA2,2014-06-11T06:54:53,2800,79.992,223977.6
89,22,54,00158000002dVTSAA2,2015-04-23T21:50:20,2400,562.5,1350000.0
90,5,65,00158000002dVT5AAM,2012-12-06T18:38:17,100,332.975,33297.5
91,13,55,00158000002dVSJAA2,2015-04-25T16:37:00,2300,900.0,2070000.0
92,7,52,00158000002dVTTAA2,2011-09-17T18:42:25,3500,471.75,1651125.0
93,23,57,00158000002dVTKAA2,2014-02-21T13:56:28,3600,639.992,2303971.2
94,11,61,00158000002dVT9AAM,2013-08-21T00:24:26,1500,438.75,658125.0
95,20,75,00158000002dVSfAAM,2013-01-16T06:19:53,1000,645.05,645050.0
96,9,80,00158000002dVTAAA2,2015-06-16T19:18:14,3600,1350.0,4860000.0
97,7,53,00158000002dVSVAA2,2014-03-26T19:36:02,1000,471.75,471750.0
98,23,59,00158000002dVTKAA2,2015-02-05T02:45:57,2100,639.992,1343983.2
99,1,55,00158000002dVSQAA2,2011-10-05T08:40:17,1500,223.5,335250.0
100,6,69,00158000002dVSuAAM,2011-06-26T04:38:52,2500,379.05,947625.0
101,26,78,00158000002dVTIAA2,2015-11-30T19:21:57,3400,89.991,305969.4
102,2,70,00158000002dVSgAAM,2015-06-01T07:57:05,100,327.25,32725.0
103,12,78,00158000002dVSjAAM,2014-05-29T19:37:39,2400,640.0,1536000.0
104,13,53,00158000002dVTBAA2,2012-12-20T18:22:12,700,750.0,525000.0
105,14,69,00158000002dVSrAAM,2011-07-15T12:37:45,3700,1425.0,5272500.0
106,26,60,00158000002dVSuAAM,2013-05-25T19:41:15,1000,89.991,89991.0
107,9,80,00158000002dVSjAAM,2013-06-14T13:22:15,1900,1275.0,2422500.0
108,20,73,00158000002dVSoAAM,2014-08-28T01:04:48,1400,543.2,760480.0
109,7,67,00158000002dVSnAAM,2014-02-16T22:52:45,1300,416.25,541125.0
110,3,59,00158000002dVSVAA2,2013-12-27T16:46:07,1000,474.9905,474990.5
111,11,52,00158000002dVSZAA2,2014-10-31T01:50:40,2400,526.5,1263600.0
112,20,71,00158000002dVTRAA2,2014-12-07T11:05:47,1300,577.15,750295.0
113,9,73,00158000002dVTSAA2,2013-07-30T22:14:52,900,1200.0,1080000.0
114,24,54,00158000002dVTJAA2,2013-02-15T20:51:45,3000,1350.0,4050000.0
115,25,57,00158000002dVTEAA2,2014-11-10T03:22:33,2000,1995.0,3990000.0
116,22,56,00158000002dVSUAA2,2012-11-20T05:39:58,3400,675.0,2295000.0
117,13,71,00158000002dVTTAA2,2015-09-12T15:33:12,4000,850.0,3400000.0
118,25,80,00158000002dVTTAA2,2015-05-02T13:40:15,2500,1680.0,4200000.0
119,2,71,00158000002dVSLAA2,2012-08-03T21:24:16,500,288.75,144375.0
120,10,62,00158000002dVT5AAM,2012-03-16T18:53:43,1100,1900.0,2090000.0
121,5,63,00158000002dVSPAA2,2012-04-09T17:36:23,3900,315.45,1230255.0
122,26,66,00158000002dVT6AAM,2015-07-27T08:43:47,3200,84.9915,271972.8
123,23,51,00158000002dVTKAA2,2014-03-29T16:03:38,100,639.992,63999.2
124,7,79,00158000002dVSnAAM,2014-02-16T00:37:24,2300,416.25,957375.0
125,5,52,00158000002dVTEAA2,2015-12-01T13:13:05,3000,332.975,998925.0
126,5,72,00158000002dVSMAA2,2014-05-23T08:01:34,1600,315.45,504720.0
127,25,68,00158000002dVT8AAM,2011-12-24T20:34:54,1900,1785.0,3391500.0
128,21,60,00158000002dVSRAA2,2012-12-25T12:22:44,100,280.0,28000.0
129,12,55,00158000002dVSXAA2,2015-08-22T15:18:04,1200,600.0,720000.0
130,13,60,00158000002dVStAAM,2013-09-10T08:16:22,3900,950.0,3705000.0
131,3,58,00158000002dVTNAA2,2015-01-25T19:45:53,400,449.991,179996.4
132,24,58,00158000002dVTSAA2,2012-03-10T16:26:59,1400,1530.0,2142000.0
133,6,67,00158000002dVSxAAM,2011-11-26T13:58:08,800,319.2,255360.0
134,20,56,00158000002dVSlAAM,2013-03-10T04:04:03,2600,509.25,1324050.0
135,14,56,00158000002dVT9AAM,2014-02-13T16:38:45,3500,1425.0,4987500.0
136,4,71,00158000002dVSdAAM,2014-12-25T02:11:23,1800,224.991,404983.8
137,7,74,00158000002dVSqAAM,2011-07-25T08:52:42,3600,471.75,1698300.0
138,10,72,00158000002dVSzAAM,2012-12-10T21:44:38,3500,1600.0,5600000.0
139,20,56,00158000002dVTOAA2,2013-06-30T14:44:03,2500,509.25,1273125.0
140,12,69,00158000002dVSmAAM,2011-05-05T11:41:56,3200,760.0,2432000.0
141,23,70,00158000002dVTEAA2,2015-03-10T03:54:10,1000,719.991,719991.0
142,10,70,00158000002dVShAAM,2014-04-24T20:01:46,2700,1700.0,4590000.0
143,14,60,00158000002dVSNAA2,2013-01-20T06:03:39,1200,1200.0,1440000.0
144,9,64,00158000002dVTSAA2,2011-05-04T01:39:46,3900,1125.0,4387500.0
145,9,46,00158000002dVSaAAM,2014-11-29T22:52:00,1500,1425.0,2137500.0
146,7,69,00158000002dVSYAA2,2011-07-21T09:27:00,3300,499.5,1648350.0
147,5,46,00158000002dVSPAA2,2014-05-19T16:20:31,900,297.925,268132.5
148,24,78,00158000002dVSyAAM,2014-08-17T02:13:01,1900,1440.0,2736000.0
149,13,61,00158000002dVTEAA2,2015-11-17T12:24:50,1000,750.0,750000.0
150,25,57,00158000002dVTBAA2,2013-05-16T15:44:08,1700,1995.0,3391500.0
151,25,69,00158000002dVTTAA2,2012-11-26T15:47:51,1000,1890.0,1890000.0
152,1,54,00158000002dVSoAAM,2014-08-03T21:28:19,2400,253.3,607920.0
153,12,50,00158000002dVSIAA2,2012-05-08T05:28:41,200,640.0,128000.0
154,10,58,00158000002dVSnAAM,2013-03-02T19:40:41,3800,1500.0,5700000.0
155,8,53,00158000002dVTIAA2,2012-09-14T21:28:14,400,949.9905,379996.2
156,24,62,00158000002dVSdAAM,2014-10-15T02:45:16,800,1620.0,1296000.0
157,12,61,00158000002dVT7AAM,2011-06-20T08:19:52,3800,680.0,2584000.0
158,6,70,00158000002dVTCAA2,2012-08-16T13:47:25,800,319.2,255360.0
159,20,71,00158000002dVTRAA2,2014-10-14T15:48:36,3800,509.25,1935150.0
160,23,64,00158000002dVSPAA2,2013-06-07T03:50:26,3400,759.9905,2583967.7
161,13,75,00158000002dVSMAA2,2015-05-16T13:27:03,2100,900.0,1890000.0
162,2,57,00158000002dVTSAA2,2015-03-31T12:23:09,3900,327.25,1276275.0
163,10,80,00158000002dVTTAA2,2012-10-04T19:47:23,1000,1600.0,1600000.0
164,7,50,00158000002dVSnAAM,2015-10-10T18:29:02,1300,416.25,541125.0
165,7,67,00158000002dVTKAA2,2012-07-28T09:15:28,2600,527.25,1370850.0
166,13,80,00158000002dVTNAA2,2013-01-21T00:59:24,400,900.0,360000.0
167,12,75,00158000002dVT4AAM,2015-02-08T12:38:41,2000,680.0,1360000.0
168,3,73,00158000002dVSPAA2,2014-12-20T14:08:15,2400,399.992,959980.8
169,3,72,00158000002dVSeAAM,2014-04-15T20:46:09,1400,374.9925,524989.5
170,7,51,00158000002dVTNAA2,2012-10-08T00:12:32,1900,527.25,1001775.0
171,1,63,00158000002dVSoAAM,2013-06-22T17:12:38,3400,268.2,911880.0
172,2,57,00158000002dVSsAAM,2015-11-07T18:34:39,2300,327.25,752675.0
173,11,46,00158000002dVT6AAM,2015-05-05T18:36:06,3700,468.0,1731600.0
174,23,68,00158000002dVSeAAM,2015-03-16T07:32:07,2900,599.9925,1739978.25
175,8,54,00158000002dVTRAA2,2012-10-25T19:42:20,300,949.9905,284997.15
176,10,54,00158000002dVSMAA2,2014-01-11T13:38:54,2600,1800.0,4680000.0
177,12,51,00158000002dVSLAA2,2012-10-22T18:31:41,3500,680.0,2380000.0
178,22,53,00158000002dVSgAAM,2013-11-30T08:20:00,1100,600.0,660000.0
179,4,79,00158000002dVTAAA2,2015-12-26T04:20:21,3100,187.4925,581226.75
180,1,64,00158000002dVTFAA2,2011-07-04T03:26:22,3600,283.1,1019160.0
181,8,67,00158000002dVScAAM,2013-12-20T09:16:35,2700,899.991,2429975.7
182,1,51,00158000002dVSxAAM,2012-09-06T20:47:23,3800,253.3,962540.0
183,12,59,00158000002dVTGAA2,2013-12-15T18:55:12,200,640.0,128000.0
184,1,61,00158000002dVT0AAM,2012-01-31T21:25:55,600,223.5,134100.0
185,21,71,00158000002dVTDAA2,2011-05-17T07:54:18,1900,332.5,631750.0
186,14,75,00158000002dVSWAA2,2014-02-24T16:13:42,3100,1350.0,4185000.0
187,6,72,00158000002dVTCAA2,2012-10-20T18:05:35,300,339.15,101745.0
188,10,72,00158000002dVTTAA2,2012-09-19T17:16:15,4000,1600.0,6400000.0
189,24,56,00158000002dVTGAA2,2013-02-25T10:57:05,2200,1350.0,2970000.0
190,9,79,00158000002dVSjAAM,2011-06-16T07:55:15,3400,1425.0,4845000.0
191,8,67,00158000002dVTFAA2,2013-08-16T17:39:45,1100,899.991,989990.1
192,26,50,00158000002dVSuAAM,2013-07-25T03:05:26,4000,84.9915,339966.0
193,10,67,00158000002dVSVAA2,2013-07-28T02:02:09,500,1600.0,800000.0
194,22,65,00158000002dVSdAAM,2014-08-24T09:35:12,1800,562.5,1012500.0
195,25,58,00158000002dVTHAA2,2014-01-07T12:08:19,3300,1995.0,6583500.0
196,2,60,00158000002dVSOAA2,2012-12-05T06:10:23,300,346.5,103950.0
197,11,61,00158000002dVSoAAM,2014-06-10T16:24:07,3900,497.25,1939275.0
198,14,55,00158000002dVSuAAM,2015-12-23T18:45:04,1000,1200.0,1200000.0
199,3,52,00158000002dVSzAAM,2011-08-16T18:21:38,3000,374.9925,1124977.5
200,26,79,00158000002dVScAAM,2014-12-05T17:55:02,2700,94.9905,256474.35
201,14,72,00158000002dVTRAA2,2013-08-25T11:39:35,3800,1350.0,5130000.0
202,5,64,00158000002dVTTAA2,2014-05-23T04:09:41,2500,297.925,744812.5
203,8,78,00158000002dVTLAA2,2012-08-01T00:58:21,1700,799.992,1359986.4
204,25,63,00158000002dVTQAA2,2013-06-30T10:26:08,1700,1575.0,2677500.0
205,8,73,00158000002dVT3AAM,2015-01-16T03:51:37,1400,949.9905,1329986.7
206,3,59,00158000002dVSbAAM,2015-03-02T14:42:03,1600,449.991,719985.6
207,20,80,00158000002dVT9AAM,2013-07-21T13:45:06,1500,577.15,865725.0
208,11,75,00158000002dVSoAAM,2011-08-04T19:25:35,400,468.0,187200.0
209,20,62,00158000002dVSlAAM,2012-03-02T14:28:39,600,509.25,305550.0
210,5,70,00158000002dVStAAM,2011-12-23T12:52:05,2400,332.975,799140.0
211,25,72,00158000002dVSMAA2,2014-01-23T09:22:03,3100,1890.0,5859000.0
212,24,71,00158000002dVTMAA2,2014-10-21T14:00:00,3300,1530.0,5049000.0
213,4,75,00158000002dVT1AAM,2012-12-13T14:14:45,2200,199.992,439982.4
214,1,61,00158000002dVSfAAM,2011-10-14T04:02:06,1000,223.5,223500.0
215,8,54,00158000002dVSoAAM,2015-10-17T04:08:13,3900,949.9905,3704962.95
216,3,72,00158000002dVSJAA2,2015-08-17T23:00:37,3300,449.991,1484970.3
217,21,66,00158000002dVT4AAM,2015-09-05T01:38:16,3000,297.5,892500.0
218,20,55,00158000002dVSoAAM,2013-04-21T01:35:41,3400,543.2,1846880.0
219,13,50,00158000002dVT8AAM,2014-05-30T04:31:15,400,750.0,300000.0
220,11,74,00158000002dVT0AAM,2013-04-22T00:58:31,1600,555.75,889200.0
221,24,72,00158000002dVT4AAM,2014-03-24T06:27:23,1000,1620.0,1620000.0
222,1,55,00158000002dVSlAAM,2012-10-21T04:21:50,600,253.3,151980.0
223,20,51,00158000002dVSWAA2,2013-10-02T14:23:04,3600,543.2,1955520.0
224,9,52,00158000002dVTAAA2,2014-10-23T04:24:04,2600,1125.0,2925000.0
225,4,47,00158000002dVSmAAM,2014-12-01T03:07:19,2200,237.4905,522479.1
226,7,65,00158000002dVSqAAM,2012-02-28T04:33:03,2600,499.5,1298700.0
227,5,62,00158000002dVTTAA2,2012-10-12T06:49:38,2000,297.925,595850.0
228,11,51,00158000002dVTFAA2,2011-10-28T22:10:11,3600,468.0,1684800.0
229,11,52,00158000002dVT0AAM,2013-12-23T16:33:08,100,438.75,43875.0
230,10,79,00158000002dVSPAA2,2013-08-01T10:11:21,2900,1900.0,5510000.0
231,13,62,00158000002dVSJAA2,2014-04-25T03:22:24,1800,900.0,1620000.0
232,9,51,00158000002dVTAAA2,2015-09-10T09:15:17,600,1275.0,765000.0
233,20,72,00158000002dVTCAA2,2015-09-17T18:43:30,3800,543.2,2064160.0
234,26,74,00158000002dVSoAAM,2012-06-04T04:14:21,2400,74.9925,179982.0
235,20,62,00158000002dVSTAA2,2012-04-06T06:41:06,800,645.05,516040.0
236,10,50,00158000002dVT5AAM,2012-07-04T14:19:49,3100,1800.0,5580000.0
237,12,72,00158000002dVSRAA2,2015-03-10T10:20:06,3100,680.0,2108000.0
238,3,72,00158000002dVTBAA2,2014-01-07T10:43:33,3700,399.992,1479970.4
239,14,78,00158000002dVSxAAM,2012-01-26T10:24:42,2800,1125.0,3150000.0
240,24,74,00158000002dVTJAA2,2014-01-07T04:56:21,1500,1710.0,2565000.0
241,11,50,00158000002dVSKAA2,2013-11-16T19:27:47,2400,526.5,1263600.0
242,26,67,00158000002dVSZAA2,2013-02-27T04:48:06,1900,84.9915,161483.85
243,25,65,00158000002dVSqAAM,2011-06-02T01:51:42,1100,1680.0,1848000.0
244,8,48,00158000002dVSQAA2,2015-05-27T20:08:24,3500,749.9925,2624973.75
245,11,54,00158000002dVSQAA2,2013-05-22T22:27:02,2000,555.75,1111500.0
246,13,73,00158000002dVTEAA2,2012-03-27T09:24:00,500,900.0,450000.0
247,7,69,00158000002dVTEAA2,2013-06-22T10:25:06,2500,471.75,1179375.0
248,26,49,00158000002dVSrAAM,2012-11-28T21:51:08,3700,79.992,295970.4
249,7,55,00158000002dVTHAA2,2012-10-31T13:39:04,800,416.25,333000.0
250,2,79,00158000002dVTJAA2,2014-06-13T18:47:08,1000,365.75,365750.0
251,7,68,00158000002dVSSAA2,2013-10-11T19:51:12,2200,499.5,1098900.0
252,10,56,00158000002dVStAAM,2012-10-11T13:15:50,3900,1700.0,6630000.0
253,24,72,00158000002dVSLAA2,2011-06-03T04:59:27,4000,1440.0,5760000.0
254,14,49,00158000002dVSuAAM,2014-06-24T01:36:21,4000,1125.0,4500000.0
255,22,70,00158000002dVSmAAM,2015-06-30T05:54:56,2700,712.5,1923750.0
256,8,67,00158000002dVT6AAM,2011-06-17T16:19:15,2700,899.991,2429975.7
257,11,68,00158000002dVSTAA2,2015-12-06T16:07:25,300,497.25,149175.0
258,8,79,00158000002dVSiAAM,2014-06-21T20:25:04,2300,799.992,1839981.6
259,11,47,00158000002dVTRAA2,2013-01-26T05:15:19,1800,438.75,789750.0
260,3,70,00158000002dVSJAA2,2015-06-13T08:05:25,300,474.9905,142497.15
261,20,59,00158000002dVSHAA2,2015-06-03T19:38:06,2600,611.1,1588860.0
262,22,58,00158000002dVSLAA2,2013-06-04T04:09:33,1000,637.5,637500.0
263,22,68,00158000002dVT7AAM,2011-06-24T21:00:34,3800,600.0,2280000.0
264,23,60,00158000002dVSkAAM,2013-05-10T13:34:42,500,599.9925,299996.25
265,26,66,00158000002dVT3AAM,2011-07-10T14:20:00,900,94.9905,85491.45
266,6,61,00158000002dVTLAA2,2012-07-09T00:06:57,1700,359.1,610470.0
267,12,74,00158000002dVSXAA2,2015-10-15T01:09:00,200,680.0,136000.0
268,2,70,00158000002dVSXAA2,2012-07-20T18:29:41,200,308.0,61600.0
269,23,78,00158000002dVSbAAM,2011-09-11T21:27:47,2100,599.9925,1259984.25
270,21,49,00158000002dVSgAAM,2012-05-28T06:36:45,100,332.5,33250.0
271,14,74,00158000002dVT9AAM,2014-07-31T07:27:05,3000,1350.0,4050000.0
272,4,61,00158000002dVSpAAM,2014-06-05T23:15:15,2000,212.4915,424983.0
273,10,51,00158000002dVSbAAM,2013-11-13T12:22:40,2600,1600.0,4160000.0
274,11,46,00158000002dVTFAA2,2014-02-08T02:55:31,1100,438.75,482625.0
275,21,66,00158000002dVT4AAM,2014-01-20T14:06:58,2000,332.5,665000.0
276,22,57,00158000002dVSUAA2,2013-08-22T20:43:14,2400,675.0,1620000.0
277,7,69,00158000002dVSSAA2,2012-08-28T20:29:33,700,471.75,330225.0
278,12,80,00158000002dVSyAAM,2012-03-11T22:11:03,900,640.0,576000.0
279,1,60,00158000002dVSHAA2,2013-07-29T17:25:55,600,223.5,134100.0
280,1,64,00158000002dVScAAM,2012-12-01T16:04:05,200,283.1,56620.0
281,24,51,00158000002dVTDAA2,2015-06-22T00:43:11,3400,1620.0,5508000.0
282,14,58,00158000002dVSZAA2,2015-03-30T19:06:59,1900,1275.0,2422500.0
283,25,73,00158000002dVSJAA2,2011-06-29T01:49:39,3800,1680.0,6384000.0
284,21,62,00158000002dVSOAA2,2011-05-21T18:08:27,3800,262.5,997500.0
285,12,71,00158000002dVSIAA2,2015-09-28T03:50:50,3700,760.0,2812000.0
286,6,58,00158000002dVTIAA2,2014-06-13T04:24:36,400,359.1,143640.0
287,23,62,00158000002dVSzAAM,2014-09-18T14:42:42,3000,679.9915,2039974.5
288,5,52,00158000002dVShAAM,2014-09-10T18:41:57,200,280.4,56080.0
289,14,55,00158000002dVSiAAM,2014-03-03T09:46:29,1800,1125.0,2025000.0
290,7,56,00158000002dVShAAM,2014-10-30T11:01:46,1200,527.25,632700.0
291,5,51,00158000002dVSMAA2,2015-12-30T12:12:46,2100,315.45,662445.0
292,10,79,00158000002dVSYAA2,2011-05-20T15:10:14,3300,1700.0,5610000.0
293,21,69,00158000002dVSIAA2,2014-09-06T16:47:10,2700,280.0,756000.0
294,20,67,00158000002dVT3AAM,2012-04-10T18:15:20,2900,509.25,1476825.0
295,11,59,00158000002dVSuAAM,2011-05-19T19:59:10,1500,555.75,833625.0
296,13,73,00158000002dVT8AAM,2012-04-13T20:45:57,3400,900.0,3060000.0
297,1,79,00158000002dVSZAA2,2014-11-23T17:41:28,1400,253.3,354620.0
298,10,80,00158000002dVShAAM,2013-01-17T19:24:52,1700,1600.0,2720000.0
299,8,68,00158000002dVSiAAM,2012-01-18T07:57:46,2800,749.9925,2099979.0
300,13,58,00158000002dVSwAAM,2012-10-27T18:06:43,2700,950.0,2565000.0
301,10,65,00158000002dVSJAA2,2013-03-30T05:22:02,3800,1800.0,6840000.0
302,21,75,00158000002dVSjAAM,2015-03-08T14:20:45,2900,297.5,862750.0
303,22,74,00158000002dVSsAAM,2014-09-07T13:03:32,1300,600.0,780000.0
304,10,80,00158000002dVTKAA2,2015-12-16T08:43:13,3600,1500.0,5400000.0
305,25,60,00158000002dVTEAA2,2014-02-27T02:09:00,1500,1995.0,2992500.0
306,10,66,00158000002dVT2AAM,2015-01-01T05:43:09,2800,1800.0,5040000.0
307,14,51,00158000002dVSiAAM,2011-11-10T00:16:23,2800,1275.0,3570000.0
308,7,62,00158000002dVShAAM,2012-06-06T22:25:27,700,444.0,310800.0
309,25,79,00158000002dVT2AAM,2013-03-07T03:30:41,2800,1575.0,4410000.0
310,8,46,00158000002dVSNAA2,2012-12-25T04:00:55,1700,949.9905,1614983.85
311,12,74,00158000002dVTSAA2,2012-10-31T23:58:01,1900,720.0,1368000.0
312,7,66,00158000002dVSwAAM,2015-11-24T05:48:13,3200,471.75,1509600.0
313,7,78,00158000002dVSeAAM,2013-07-22T06:12:47,1400,444.0,621600.0
314,26,74,00158000002dVSlAAM,2014-07-03T02:51:55,3100,74.9925,232476.75
315,25,61,00158000002dVSkAAM,2015-08-11T08:42:52,3000,1995.0,5985000.0
316,26,80,00158000002dVSxAAM,2012-07-01T23:11:05,1300,89.991,116988.3
317,5,50,00158000002dVTNAA2,2013-08-23T21:47:36,400,297.925,119170.0
318,7,59,00158000002dVSqAAM,2013-01-02T15:59:46,600,444.0,266400.0
