"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-05",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-06",,,,,,,"0.00","T,,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-07",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-08",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-09",,,,,,,"0.07",",,N","0.8",",,N","1.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-10",,,,,,,"0.14",",,N","2.5",",,N","3.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-11",,,,,,,"0.02",",,N","0.3",",,N","3.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-12",,,,,,,"0.00","T,,N","0.0","T,,N","2.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-13",,,,,,,"0.04",",,N","0.4",",,N","3.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-14",,,,,,,"0.00","T,,N","0.0","T,,N","3.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-15",,,,,,,"0.00",",,N","0.0",",,N","2.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-16",,,,,,,"0.39",",,N","0.5",",,N","2.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-17",,,,,,,"1.39",",,N","0.3",",,N","2.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-18",,,,,,,"0.06",",,N","1.1",",,N","4.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-19",,,,,,,"0.00","T,,N","0.0","T,,N","3.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-20",,,,,,,"0.00","T,,N","0.0","T,,N","2.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-21",,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-22",,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-23",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-24",,,,,,,"0.07",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-25",,,,,,,"0.99",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-26",,,,,,,"0.24",",,N","0.5",",,N","1.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-27",,,,,,,"0.00","T,,N","0.0","T,,N","1.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-28",,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-02-29",,,,,,,"0.01",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-01",,,,,,,"0.00","T,,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-02",,,,,,,"0.12",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-03",,,,,,,"0.00","T,,N","0.1",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-04",,,,,,,"0.01",",,N","0.2",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-05",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-06",,,,,,,"0.01",",,N","0.3",",,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-07",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-08",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-09",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-10",,,,,,,"0.06",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-11",,,,,,,"0.85",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-12",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-13",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-14",,,,,,,"0.22",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-15",,,,,,,"0.11",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-16",,,,,,,"0.00","T,,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-17",,,,,,,"0.09",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-18",,,,,,,"0.00","T,,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-19",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-20",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-21",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-22",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-24","    2",",,N",,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-25",,,,,,,"0.28",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-26",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-27",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-28",,,,,,,"0.00","T,,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-29",,,,,,,"0.22",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-30",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-03-31",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-01",,,,,,,"0.01",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-02",,,,,,,"0.22",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-03",,,,,,,"0.40",",,N","3.5",",,N","4.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-04",,,,,,,"0.25",",,N","2.9",",,N","6.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-05",,,,,,,"0.13",",,N","1.3",",,N","6.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-06",,,,,,,"0.00",",,N","0.0",",,N","1.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-07",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-08",,,,,,,"0.28",",,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-09",,,,,,,"0.01",",,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-10",,,,,,,"0.00","T,,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-11",,,,,,,"0.03",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-12",,,,,,,"0.54",",,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-13",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-14",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-15",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-16",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-17",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-18",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-19",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-20",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-21",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-22",,,,,,,"0.07",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-23",,,,,,,"0.19",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-24",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-25",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-26",,,,,,,"0.12",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-27",,,,,,,"0.26",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-28",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-29",,,,,,,"0.01",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-04-30",,,,,,,"0.01",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-01",,,,,,,"0.26",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-02",,,,,,,"0.28",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-03",,,,,,,"0.40",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-04",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-05",,,,,,,"0.53",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-06",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-07",,,,,,,"0.14",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-08",,,,,,,"0.04",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-09",,,,,,,"0.04",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-10",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-11",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-12",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-13",,,,,,,"0.02",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-14",,,,,,,"0.25",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-15",,,,,,,"0.15",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-16",,,,,,,"0.03",",,N","0.0","T,,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-17",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-18",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-19",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-20",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-21",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-22",,,,,,,"0.05",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-23",,,,,,,"0.10",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-24",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-25",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-26",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-27",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-28",,,,,,,"0.56",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
"US1NYTM0004","GROTON 0.5 NW, NY US","42.59127","-76.372","315.2","2016-05-29",,,,,,,"0.00",",,N","0.0",",,N","0.0",",,N",,,,,,,,,,,,
