"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-03",,,,,,,"3",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.38",",,N,14,",,,,,,,"0.73",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-04",,,,,,,"3","1,N","1","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,30,+","0.41","1,,N,05,",,,,,,,"0.52","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-05",,,,,,,"8","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"1.42","3,,N,31,",,,,,,,"2.99","1,a,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-06",,,,,,,"22","1,N","17","1,N",,,,,,,,,,,,,,,,,,,,,"2.11","1,,N,25,",,,,,,,"10.67","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-07",,,,,,,"23","1,N","14","1,N",,,,,,,,,,,,,,,,,,,,,"1.31","1,,N,20,",,,,,,,"9.83","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-10",,,,,,,"22",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"0.32",",,N,09,",,,,,,,"2.51",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-11",,,,,,,"11",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.07",",,N,12,",,,,,,,"0.26",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2017-12",,,,,,,"12",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.77",",,N,09,",,,,,,,"0.92",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-01",,,,,,,"10","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"1.54","1,,N,29,",,,,,,,"3.22","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-02",,,,,,,"9",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.48",",,N,05,",,,,,,,"0.67",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-03",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.55",",,N,21,",,,,,,,"3.79",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-04",,,,,,,"12","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"1.38","1,,N,10,",,,,,,,"4.16","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.74","3,a,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-07",,,,,,,"23",",N","16",",N",,,,,,,,,,,,,,,,,,,,,"3.87",",,N,30,",,,,,,,"14.49",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-08",,,,,,,"25","2,N","10","2,N",,,,,,,,,,,,,,,,,,,,,"3.07","2,,N,24,",,,,,,,"14.70","2,,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-09",,,,,,,"22",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.70",",,N,14,",,,,,,,"4.57",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-10",,,,,,,"18",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.65",",,N,11,",,,,,,,"2.61",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0025","ORLANDO 7.4 WNW, FL US","28.5709495544434","-81.4959411621094","30.5","2018-12",,,,,,,"18","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"3.09","2,,N,21,",,,,,,,"6.89","2,,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03",,,,,,,"2","3,N","2","3,N",,,,,,,,,,,,,,,,,,,,,"0.51","3,,N,24,",,,,,,,"0.79","3,,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04",,,,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.50",",,N,05,",,,,,,,"0.56",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05",,,,,,,"6","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"1.30","1,,N,23,",,,,,,,"3.61","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06",,,,,,,"25",",N","17",",N",,,,,,,,,,,,,,,,,,,,,"3.07",",,N,25,",,,,,,,"13.43",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-07",,,,,,,"20","4,","15","4,",,,,,,,,,,,,,,,,,,,,,"1.66","4,,,18,",,,,,,,"7.67","2,a,,",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-08",,,,,,,"18","5,N","12","5,N",,,,,,,,,,,,,,,,,,,,,"1.06","5,,N,13,",,,,,,,"4.93","5,,,N",,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-09",,,,,,,"14","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"9.23","2,,N,11,",,,,,,,"13.65",",a,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-04",,,,,,,"4",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.08",",,N,05,",,,,,,,"0.14",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-05",,,,,,,"9",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"0.98",",,N,31,",,,,,,,"3.87",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-06",,,,,,,"25",",N","17",",N",,,,,,,,,,,,,,,,,,,,,"2.63",",,N,28,",,,,,,,"14.74",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-07",,,,,,,"23",",N","15",",N",,,,,,,,,,,,,,,,,,,,,"2.56",",,N,21,",,,,,,,"10.96",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-08",,,,,,,"23","1,N","13","1,N",,,,,,,,,,,,,,,,,,,,,"2.30","1,,N,14,",,,,,,,"5.74","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-09",,,,,,,"14",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"10.43",",,N,11,",,,,,,,"16.60",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-10",,,,,,,"15","2,N","10","2,N",,,,,,,,,,,,,,,,,,,,,"1.27","2,,N,08,",,,,,,,"3.65","2,,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-11",,,,,,,"6",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.04",",,N,22,+",,,,,,,"0.18",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2017-12",,,,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.71",",,N,09,",,,,,,,"0.76",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-01",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.98",",,N,29,",,,,,,,"2.18",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-02",,,,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.58",",,N,05,",,,,,,,"0.58",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-03",,,,,,,"6",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.20",",,N,21,",,,,,,,"0.42",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-04",,,,,,,"9",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"3.17",",,N,11,",,,,,,,"4.38",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-05",,,,,,,"18",",N","14",",N",,,,,,,,,,,,,,,,,,,,,"1.37",",,N,17,",,,,,,,"9.32",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-06",,,,,,,"21","1,N","10","1,N",,,,,,,,,,,,,,,,,,,,,"2.62","1,,N,14,",,,,,,,"7.69","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-07",,,,,,,"24",",N","14",",N",,,,,,,,,,,,,,,,,,,,,"2.49",",,N,23,",,,,,,,"10.39",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-08",,,,,,,"20",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"1.46",",,N,29,",,,,,,,"7.82",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-09",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.49",",,N,25,",,,,,,,"5.69",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-10",,,,,,,"8",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.62",",,N,11,",,,,,,,"1.45",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-11",,,,,,,"7",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.62",",,N,05,",,,,,,,"1.21",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2018-12",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"3.96",",,N,21,",,,,,,,"7.71",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-04",,,,,,,"10",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.29",",,N,24,",,,,,,,"3.58",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-05",,,,,,,"16",",N","14",",N",,,,,,,,,,,,,,,,,,,,,"2.06",",,N,17,",,,,,,,"10.42",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-06",,,,,,,"17",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"2.30",",,N,25,",,,,,,,"10.17",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-07",,,,,,,"24",",N","16",",N",,,,,,,,,,,,,,,,,,,,,"1.98",",,N,23,",,,,,,,"10.25",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-08",,,,,,,"18",",N","15",",N",,,,,,,,,,,,,,,,,,,,,"4.48",",,N,20,",,,,,,,"16.66",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-09",,,,,,,"14","1,N","9","1,N",,,,,,,,,,,,,,,,,,,,,"1.50","1,,N,14,",,,,,,,"5.27","1,,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-10",,,,,,,"12",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.42",",,N,11,",,,,,,,"1.30",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-11",,,,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.77",",,N,05,",,,,,,,"1.96",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2018-12",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"3.71",",,N,21,",,,,,,,"7.43",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2017-06",,,,,,,"25",",N","18",",N",,,,,,,,,,,,,,,,,,,,,"1.43",",,N,07,",,,,,,,"9.91",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2017-08",,,,,,,"16","5,N","9","5,N",,,,,,,,,,,,,,,,,,,,,"3.10","5,,N,01,",,,,,,,"9.35","5,,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-01",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.90",",,N,27,",,,,,,,"5.72",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-02",,,,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.51",",,N,07,",,,,,,,"1.48",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-03",,,,,,,"6",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.97",",,N,25,",,,,,,,"2.97",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-04",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.81",",,N,29,",,,,,,,"2.71",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-05",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.74",",,N,18,",,,,,,,"5.29",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-06",,,,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.25",",,N,07,",,,,,,,"6.32",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-07",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.76",",,N,24,",,,,,,,"4.64",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-08",,,,,,,"19",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.43",",,N,11,",,,,,,,"8.42",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-09",,,,,,,"15",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"1.04",",,N,01,",,,,,,,"5.19",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-10",,,,,,,"10",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"4.20",",,N,07,",,,,,,,"7.98",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-11",,,,,,,"3",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.10",",,N,05,",,,,,,,"0.14",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2016-12",,,,,,,"8",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.38",",,N,07,",,,,,,,"0.67",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-01",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.94",",,N,07,",,,,,,,"2.20",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-02",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.55",",,N,23,",,,,,,,"1.12",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-03",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.18",",,N,14,",,,,,,,"0.21",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-04",,,,,,,"4",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.29",",,N,03,",,,,,,,"0.72",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-05",,,,,,,"9",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.72",",,N,23,",,,,,,,"4.27",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-06",,,,,,,"21",",N","17",",N",,,,,,,,,,,,,,,,,,,,,"2.20",",,N,27,",,,,,,,"12.16",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-07",,,,,,,"19",",N","17",",N",,,,,,,,,,,,,,,,,,,,,"3.00",",,N,02,",,,,,,,"12.78",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-08",,,,,,,"15",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"2.51",",,N,01,",,,,,,,"6.83",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-09",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"10.14",",,N,11,",,,,,,,"14.66",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-10",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"0.50",",,N,14,+",,,,,,,"2.54",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-11",,,,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.22",",,N,22,",,,,,,,"0.36",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2017-12",,,,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.54",",,N,09,",,,,,,,"0.59",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2018-01",,,,,,,"9",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"1.13",",,N,03,",,,,,,,"2.76",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2018-02",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.47",",,N,05,",,,,,,,"0.50",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2018-03",,,,,,,"7",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"1.79",",,N,21,",,,,,,,"2.68",",,,N",,,,,,,,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2018-06",,,,,,,"22",",N","16",",N",,,,,,,,,,,,,,,,,,,,,"1.41",",,N,22,",,,,,,,"8.82",",,,N",,,,,,,,,,,,,,,,
