STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2016-12","4.3",",W","925","W","0",",W","6",",W","5",",W",,,,,"0",",W","9",",W","0",",W","0",",W","0",",W","26",",W,19,+",,,,,"0.72",",,W,15,","64",",W,09,+",,,"949","W","562",",W",,,,,"2.46",",,,W",,,"46.8",",W","56.7",",,,W","37.0",",,,W","270",",W","30",",W",,,"25.9",",W","34",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-01","5.8",",W","0","W","0",",W","17",",W","12",",W",,,,,"0",",W","9",",W","0",",W","0",",W","0",",W","28",",W,06,",,,,,"1.58",",,W,10,","65",",W,08,",,,"1523","W","574",",W",,,,,"8.11",",,,W",,,"46.5",",W","54.6",",,,W","38.3",",,,W","260",",W","260",",W",,,"33.1",",W","42",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-02","5.8",",W","0","W","0",",W","16",",W","12",",W",,,,,"0",",W","1",",W","0",",W","0",",W","0",",W","30",",W,24,",,,,,"2.06",",,W,20,","68",",W,15,",,,"1895","W","371",",W",,,,,"6.93",",,,W",,,"51.7",",W","59.8",",,,W","43.7",",,,W","120",",W","100","2,W",,,"25.9",",W","37","2,W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-03","5.1",",W","0","W","0",",W","8",",W","5",",W",,,,,"0",",W","2",",W","0",",W","14",",W","0",",W","32",",W,02,+",,,,,"0.70",",,W,22,","82",",W,14,",,,"2176","W","281",",W",,,,,"1.83",",,,W",,,"55.9",",W","67.4",",,,W","44.5",",,,W","260",",W","360",",W",,,"30.0",",W","38",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-04","6.3",",W","0","W","0",",W","10",",W","6",",W",,,,,"0",",W","0",",W","0",",W","10",",W","0",",W","36",",W,09,",,,,,"0.64",",,W,07,","83",",W,30,",,,"2402","W","225",",W",,,,,"2.02",",,,W",,,"57.5",",W","68.8",",,,W","46.2",",,,W","200",",W","200",",W",,,"36.9",",W","54",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-05","8.1",",W","71","W","71",",W","1",",W","0",",W",,,,,"0",",W","0",",W","0",",W","24",",W","6",",W","44",",W,18,",,,,,"0.03",",,W,31,","96",",W,22,",,,"2493","W","91",",W",,,,,"0.03",",,,W",,,"64.4",",W","77.7",",,,W","51.0",",,,W","270",",W","270","1,W",,,"23.0",",W","30","1,W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-06","8.3",",W","253","W","182",",W","0",",W","0",",W",,,,,"0",",W","0",",W","0",",W","28",",W","8",",W","46",",W,05,",,,,,"0.00",",T,W,11,+","106",",W,22,",,,"2513","W","20",",W",,,,,"0.00",",T,,W",,,"70.4",",W","84.7",",,,W","56.0",",,,W","250",",W","250",",W",,,"25.1",",W","31",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-07","7.2",",W","556","W","303","1,W","0",",W","0",",W",,,,,"0","1,W","0","1,W","0","1,W","30","1,W","19","1,W","53","1,W,01,",,,,,"0.00",",,W,31,+","104","1,W,07,",,,"0","W","0","1,W",,,,,"0.00",",,,W",,,"75.1","1,W","92.3","1,,,W","57.9","1,,,W","310",",W","250","2,W",,,"21.0",",W","28","2,W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-08","8.1",",W","833","W","277",",W","1",",W","0",",W",,,,,"0",",W","0",",W","0",",W","31",",W","11",",W","53",",W,31,",,,,,"0.07",",,W,03,","107",",W,28,+",,,"0","W","0",",W",,,,,"0.07",",,,W",,,"73.9",",W","88.2",",,,W","59.6",",,,W","290",",W","290",",W",,,"23.0",",W","26",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-09","6.3",",W","1065","W","232",",W","0",",W","0",",W",,,,,"0",",W","0",",W","0",",W","30",",W","10",",W","45",",W,23,",,,,,"0.00",",T,W,20,+","109",",W,01,",,,"12","W","12",",W",,,,,"0.00",",T,,W",,,"72.3",",W","86.1",",,,W","58.6",",,,W","260",",W","290","1,W",,,"25.1",",W","30","1,W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-10","4.7",",W","1111","W","45",",W","2",",W","0",",W",,,,,"0",",W","0",",W","0",",W","28",",W","2",",W","41",",W,21,+",,,,,"0.07",",,W,19,","91",",W,24,",,,"92","W","80",",W",,,,,"0.13",",,,W",,,"63.9",",W","79.8",",,,W","48.0",",,,W","290",",W","280",",W",,,"28.0",",W","33",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-11","3.8",",W","1111","W","0",",W","10",",W","4",",W",,,,,"0",",W","0",",W","0",",W","4",",W","0",",W","36",",W,30,+",,,,,"1.15",",,W,16,","74",",W,24,",,,"375","W","283",",W",,,,,"1.83",",,,W",,,"55.6",",W","65.9",",,,W","45.2",",,,W","280",",W","280",",W",,,"25.9",",W","34",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2017-12","4.0",",W","1111","W","0",",W","1",",W","0",",W",,,,,"0",",W","9",",W","0",",W","0",",W","0",",W","27",",W,22,",,,,,"0.03",",,W,20,","69",",W,14,",,,"907","W","531",",W",,,,,"0.03",",,,W",,,"47.9",",W","61.4",",,,W","34.2",",,,W","20",",W","10",",W",,,"25.9",",W","39",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-01","4.3",",W","0","W","0",",W","12",",W","6",",W","0",",H",,,"0",",W","2",",W","0",",W","1",",W","0",",W","30",",W,20,","0",",,H,31,+",,,"1.60",",,W,08,","70",",W,31,",,,"1344","W","438",",W",,,,,"3.26",",,,W",,,"50.9",",W","59.9",",,,W","41.9",",,,W","250",",W","250",",W",,,"25.1",",W","31",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-02","5.1",",W","0","W","0",",W","3",",W","1",",W","0","1,H","0","4,H","0",",W","8",",W","0",",W","11",",W","0",",W","26",",W,24,+","0","1,,H,28,+","0.0","4,,H,28,+","0.44",",,W,26,","78",",W,09,",,,"1757","W","412",",W",,,,,"0.48",",,,W","0.0","4,,,H","50.3",",W","64.3",",,,W","36.2",",,,W","260",",W","10",",W",,,"31.1",",W","41",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-03","5.4",",W","0","W","0",",W","15",",W","10",",W","0",",H",,,"0",",W","2",",W","0",",W","8",",W","0",",W","31",",W,05,","0",",,H,31,+",,,"0.76",",,W,01,","82",",W,30,",,,"2154","W","397",",W",,,,,"3.94",",,,W",,,"52.2",",W","63.3",",,,W","41.1",",,,W","250",",W","270",",W",,,"28.0",",W","34",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-04","6.3",",W","4","W","4",",W","6",",W","5",",W","0",",H","0","5,H","0",",W","0",",W","0",",W","13",",W","0",",W","36",",W,17,","0",",,H,30,+","0.0","5,,H,30,+","0.68",",,W,06,","85",",W,23,",,,"2382","W","227",",W",,,,,"1.61",",,,W","0.0","5,,,H","57.5",",W","69.6",",,,W","45.5",",,,W","270",",W","280",",W",,,"25.1",",W","31",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-05","9.2",",W","23","W","19",",W","0",",W","0",",W","0",",H","0",",H","0",",W","0",",W","0",",W","19",",W","2",",W","45",",W,01,","0",",,H,31,+","0.0",",,H,31,+","0.00",",T,W,25,","95",",W,28,",,,"2500","W","119",",W",,,,,"0.00",",T,,W","0.0",",,,H","61.8",",W","73.2",",,,W","50.4",",,,W","250",",W","260",",W",,,"25.1",",W","31",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-06","8.1",",W","162","W","139","1,W","0",",W","0",",W","0",",H","0",",H","0",",W","0",",W","0","1,W","28","1,W","8","1,W","46",",W,10,+","0",",,H,30,+","0.0",",,H,30,+","0.00",",,W,30,+","102","1,W,23,",,,"2520","W","20","1,W",,,,,"0.00",",,,W","0.0",",,,H","69.1","1,W","84.9","1,,,W","53.3",",,,W","290",",W","290","2,W",,,"25.1",",W","31","2,W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-07","8.1",",W","456","W","294",",W","0",",W","0",",W","0",",H","0",",H","0",",W","0",",W","0",",W","31",",W","20",",W","54",",W,05,+","0",",,H,31,+","0.0",",,H,31,+","0.00",",,W,31,+","99",",W,25,",,,"0","W","0",",W",,,,,"0.00",",,,W","0.0",",,,H","74.5",",W","91.2",",,,W","57.8",",,,W","280",",W","240",",W",,,"21.9",",W","28",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-08","7.8",",W","654","W","198",",W","0",",W","0",",W","0","1,H","0","1,H","0",",W","0",",W","0",",W","31",",W","12",",W","52",",W,26,","0","1,,H,31,+","0.0","1,,H,31,+","0.00",",,W,31,+","100",",W,09,",,,"0","W","0",",W",,,,,"0.00",",,,W","0.0","1,,,H","71.4",",W","86.1",",,,W","56.7",",,,W","300",",W","300",",W",,,"21.0",",W","25",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-09","6.3",",W","780","W","126",",W","0",",W","0",",W","0",",H","0",",H","0",",W","0",",W","0",",W","30",",W","13",",W","48",",W,24,+","0",",,H,30,+","0.0",",,H,30,+","0.00",",T,W,30,","96",",W,26,",,,"11","W","11",",W",,,,,"0.00",",T,,W","0.0",",,,H","68.8",",W","85.2",",,,W","52.5",",,,W","270",",W","270",",W",,,"23.0",",W","28",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-10","4.5",",W","816","W","36",",W","1",",W","0",",W","0",",H","0",",H","0",",W","0",",W","0",",W","30",",W","0",",W","40",",W,30,","0",",,H,31,+","0.0",",,H,31,+","0.03",",,W,03,","86",",W,20,",,,"64","W","53",",W",,,,,"0.03",",,,W","0.0",",,,H","64.4",",W","79.5",",,,W","49.4",",,,W","10",",W","30",",W",,,"23.0",",W","33",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-11","4.0",",W","823","W","6",",W","7",",W","4",",W","0",",H","0","2,H","0",",W","0",",W","0",",W","9",",W","0",",W","33",",W,18,+","0",",,H,30,+","0.0","2,,H,30,+","0.53",",,W,23,","85",",W,03,+",,,"356","W","292",",W",,,,,"1.63",",,,W","0.0","2,,,H","55.5",",W","69.0",",,,W","41.9",",,,W","190",",W","180",",W",,,"23.9",",W","32",",W"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","37.6927","-121.8144","119.8","2018-12","4.9",",W","823","W","0",",W","9",",W","5",",W","0","1,H",,,"0",",W","0",",W","0",",W","0",",W","0",",W","33",",W,30,+","0","1,,H,31,+",,,"0.32",",,W,01,","63",",W,18,+",,,"870","W","513",",W",,,,,"1.39",",,,W",,,"48.4",",W","58.1",",,,W","38.7",",,,W","260",",W","250",",W",,,"32.0",",W","43",",W"
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-01",,,,,,,"22",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"1.27",",,N,18,",,,,,,,,,,,,,"5.78",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-02",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.89",",,N,18,",,,,,,,,,,,,,"1.13",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-03",,,,,,,"14",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"1.67",",,N,06,",,,,,,,,,,,,,"6.89",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-04",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.61",",,N,10,",,,,,,,,,,,,,"2.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-05",,,,,,,"5","1,N","1","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.15","1,,N,07,",,,,,,,,,,,,,"0.27","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-06",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-07",,,,,,,"1",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.01",",,N,08,",,,,,,,,,,,,,"0.01",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-08",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-09",,,,,,,"1",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.01",",,N,23,",,,,,,,,,,,,,"0.01",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-10",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.20",",,N,17,",,,,,,,,,,,,,"5.04",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-11",,,,,,,"9",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.74",",,N,27,",,,,,,,,,,,,,"1.46",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2016-12",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.42",",,N,11,",,,,,,,,,,,,,"4.48",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-01",,,,,,,"17",",N","15",",N",,,,,,,,,,,,,,,,,,,,,"1.62",",,N,11,",,,,,,,,,,,,,"8.14",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-02",,,,,,,"17",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"1.38",",,N,10,",,,,,,,,,,,,,"8.55",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-03",,,,,,,"11",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.00",",,N,05,",,,,,,,,,,,,,"2.98",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-04",,,,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"0.94",",,N,07,",,,,,,,,,,,,,"2.83",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-05",,,,,,,"0",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.00",",T,N,31,",,,,,,,,,,,,,"0.00",",T,,N","0.0","3,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-06",,,,,,,"2",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.04",",,N,09,",,,,,,,,,,,,,"0.05",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-07",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-08",,,,,,,"0",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.00",",T,N,05,+",,,,,,,,,,,,,"0.00",",T,,N","0.0","3,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-09",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.06",",,N,12,",,,,,,,,,,,,,"0.06",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-10",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.32",",,N,20,",,,,,,,,,,,,,"0.32",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-11",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.61",",,N,16,",,,,,,,,,,,,,"3.50",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2017-12",,,,,,,"2","1,N","1","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.11","1,,N,20,",,,,,,,,,,,,,"0.14","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2018-01",,,,,,,"13","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"1.71","1,,N,09,",,,,,,,,,,,,,"4.80","1,,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2018-02",,,,,,,"3",",N","1",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,28,+","0.36",",,N,27,",,,,,,,,,,,,,"0.46",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2018-03",,,,,,,"18",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"0.89",",,N,22,",,,,,,,,,,,,,"5.25",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0003","CASTRO VALLEY 0.4 NNE, CA US","37.716904","-122.058526","163.4","2018-04",,,,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.15",",,N,07,",,,,,,,,,,,,,"3.20",",,,N",,,,,,,,,,,,,,,,,,
