"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-24",,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-29",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-30",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-03-31",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-01",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-03",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-05",,,,,,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-06",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-07",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-09",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-11",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-12",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-16",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-20",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-22",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-23",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-24",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-26",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-27",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-28",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-29",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-04-30",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-02",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-03",,,,,,,,,"0.64",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-05",,,,,,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-06",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-07",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-09",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-10",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-13",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-14",,,,,,,,,"0.58",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-15",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-22",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-23",,,,,,,,,"1.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-24",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-25",,,,,,,,,"0.13",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-28",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-29",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-05-31",,,,,,,,,"0.70",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-01",,,,,,,,,"0.63",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-02",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-03",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-04",,,,,,,,,"1.73",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-05",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-06",,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-07",,,,,,,,,"1.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-08",,,,,,,,,"0.85",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-09",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-11",,,,,,,,,"0.88",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-12",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-13",,,,,,,,,"0.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-14",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-15",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-16",,,,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-17",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-19",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-20",,,,,,,,,"0.63",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-21",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-22",,,,,,,,,"1.61",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-25",,,,,,,,,"3.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-26",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-27",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLOR0036","WINTER GARDEN 2.3 SSW, FL US","28.530339","-81.594792","35.1","2017-06-28",,,,,,,,,"0.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
