Date,Security,Ticker,McapRank,TurnRank,VolatilityRank,PriceRank,LitVol('000),OrderVol('000),Hidden,TradesForHidden,HiddenVol('000),TradeVolForHidden('000),Cancels,LitTrades,OddLots,TradesForOddLots,OddLotVol('000),TradeVolForOddLots('000)
20240328,Stock,ABL,6.0,1.0,8.0,5.0,13.445999999999998,182.948,105.0,238.0,11.261999999999997,24.708,1141.0,131.0,128.0,236.0,3.13,24.607999999999997
20240328,Stock,ABM,8.0,6.0,2.0,8.0,108.51599999999999,10275.751,490.0,4347.0,16.523999999999997,125.03999999999998,90793.0,3857.0,3770.0,4347.0,57.443000000000005,125.03999999999998
20240328,Stock,ABNB,10.0,6.0,2.0,10.0,914.153,54702.174,5629.0,27942.0,288.014,1202.1669999999997,515375.0,22289.0,22799.0,27910.0,517.355,1201.0609999999997
20240328,Stock,ABOS,4.0,7.0,8.0,3.0,224.697,5992.052999999999,847.0,3153.0,33.081,257.77799999999996,46199.0,2304.0,1926.0,3151.0,51.400000000000006,257.776
20240328,Stock,ABSI,6.0,8.0,8.0,4.0,457.94199999999995,19002.334,1910.0,7010.0,142.73700000000002,600.6790000000001,96792.0,5088.0,4171.0,6997.0,112.34100000000001,599.4370000000001
20240328,Stock,ABT,10.0,3.0,1.0,9.0,1326.553,63875.295000000006,4945.0,32568.0,275.745,1602.2980000000002,543804.0,27575.0,24146.0,32516.0,569.427,1600.9180000000001
20240328,Stock,ABVC,1.0,10.0,10.0,2.0,188.329,3568.3300000000004,428.0,1617.0,52.714999999999996,241.04399999999998,16291.0,1161.0,430.0,1583.0,14.315999999999999,237.95299999999997
20240328,Stock,AC,3.0,1.0,3.0,7.0,0.593,76.805,25.0,43.0,0.45,1.0430000000000001,676.0,18.0,39.0,43.0,0.456,1.0430000000000001
20240328,Stock,ACA,8.0,4.0,1.0,9.0,50.781,5860.576,864.0,2963.0,26.111,76.892,54091.0,2095.0,2672.0,2959.0,42.955,76.85600000000001
20240328,Stock,ACAB,3.0,1.0,8.0,5.0,0.0040000000000000036,15.933,2.0,3.0,0.107,0.111,75.0,1.0,2.0,3.0,0.011,0.111
20240328,Stock,ACAC,2.0,1.0,1.0,5.0,0.0,30.3,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0
20240328,Stock,ACAD,8.0,7.0,5.0,6.0,358.30300000000005,25272.643999999997,1140.0,7746.0,72.329,430.632,172293.0,6602.0,5300.0,7742.0,120.532,430.331
20240328,Stock,ACCD,6.0,7.0,7.0,5.0,235.34799999999996,12096.98,688.0,4949.0,40.244,275.592,98470.0,4251.0,3445.0,4939.0,74.519,275.032
20240328,Stock,ACCO,5.0,7.0,5.0,4.0,282.685,8186.768,634.0,3605.0,39.121,321.806,42220.0,2947.0,1907.0,3581.0,43.859,320.02000000000004
20240328,Stock,ACDC,6.0,6.0,7.0,4.0,432.40099999999995,15139.506,1019.0,7284.0,64.051,496.45199999999994,107413.0,6249.0,4505.0,7267.0,127.058,495.14599999999996
20240328,Stock,ACEL,6.0,2.0,2.0,5.0,78.619,3187.2660000000005,381.0,1649.0,12.823999999999998,91.443,23411.0,1268.0,1178.0,1649.0,23.349999999999998,91.443
20240328,Stock,ACET,4.0,5.0,7.0,2.0,129.574,6706.991,330.0,1313.0,28.144,157.71800000000002,31342.0,980.0,520.0,1306.0,16.691000000000003,157.018
20240328,Stock,ACHC,9.0,6.0,2.0,9.0,238.483,16319.341999999999,2658.0,9277.0,112.63199999999999,351.115,142043.0,6589.0,7762.0,9246.0,164.12099999999998,350.216
20240328,Stock,ACHR,6.0,9.0,7.0,3.0,1646.3120000000004,80064.39300000001,3394.0,13452.0,418.688,2065.0000000000005,118243.0,10007.0,5538.0,13395.0,124.92500000000003,2063.5020000000004
20240328,Stock,ACHV,3.0,5.0,6.0,3.0,18.932999999999996,468.6930000000001,165.0,423.0,7.312000000000001,26.245,3425.0,258.0,319.0,423.0,7.973999999999999,26.245
20240328,Stock,ACI,9.0,6.0,1.0,6.0,1122.257,22150.955,3383.0,11798.0,364.164,1486.4209999999996,83351.0,8365.0,4601.0,11705.0,130.57999999999998,1475.3559999999995
20240328,Stock,ACIC,5.0,10.0,7.0,5.0,238.428,7321.762000000001,1253.0,5602.0,46.552,284.98,57760.0,4340.0,4248.0,5592.0,108.045,284.28
20240328,Stock,ACIW,8.0,5.0,4.0,7.0,166.67600000000002,14578.328,635.0,4363.0,33.355999999999995,200.032,133075.0,3721.0,3221.0,4356.0,67.277,199.708
20240328,Stock,ACLS,8.0,9.0,4.0,9.0,120.75200000000001,17469.339,2162.0,6866.0,63.82,184.572,161530.0,4696.0,6250.0,6856.0,102.88000000000001,184.363
20240328,Stock,ACLX,8.0,5.0,5.0,9.0,85.979,7119.844999999999,1480.0,4086.0,54.436,140.41500000000002,59994.0,2594.0,3435.0,4074.0,67.4,139.99800000000002
20240328,Stock,ACM,9.0,5.0,1.0,9.0,247.522,26767.619999999995,2394.0,10025.0,102.45100000000001,349.973,221841.0,7603.0,8332.0,9987.0,158.085,349.147
20240328,Stock,ACMR,7.0,9.0,7.0,7.0,378.53099999999995,33388.813,2271.0,10661.0,143.661,522.192,204361.0,8298.0,8068.0,10569.0,170.26600000000005,521.469
20240328,Stock,ACNB,5.0,3.0,7.0,7.0,1.2280000000000002,314.423,127.0,193.0,1.9569999999999999,3.185,4424.0,64.0,177.0,186.0,2.225,3.125
20240328,Stock,ACNT,3.0,2.0,9.0,4.0,2.436,56.97200000000001,95.0,222.0,1.1280000000000001,3.564,657.0,127.0,216.0,222.0,2.918,3.564
20240328,Stock,ACON,1.0,10.0,9.0,1.0,112.783,1355.7369999999999,26.0,235.0,5.7379999999999995,118.521,2071.0,209.0,60.0,235.0,1.3479999999999999,118.521
20240328,Stock,ACOR,1.0,3.0,10.0,5.0,2.419,72.83699999999999,5.0,29.0,0.186,2.605,784.0,24.0,19.0,29.0,0.376,2.605
20240328,Stock,ACRS,3.0,7.0,8.0,2.0,135.92899999999997,5076.026,336.0,1266.0,30.196999999999996,166.126,18120.0,924.0,533.0,1257.0,13.73,165.09599999999998
20240328,Stock,ACRV,4.0,5.0,10.0,4.0,22.261999999999997,752.267,281.0,608.0,12.374,34.635999999999996,6503.0,327.0,443.0,608.0,11.326,34.635999999999996
20240328,Stock,ACST,2.0,3.0,1.0,3.0,0.556999999999999,49.281000000000006,115.0,129.0,11.976,12.533,255.0,14.0,28.0,129.0,0.9299999999999999,12.533
20240328,Stock,ACT,8.0,2.0,2.0,7.0,86.647,6101.9169999999995,458.0,2838.0,12.903,99.54999999999998,58504.0,2364.0,2423.0,2822.0,46.619,99.26599999999999
20240328,Stock,ACTG,5.0,3.0,5.0,3.0,85.306,3967.532,320.0,1449.0,21.542,106.848,25543.0,1127.0,838.0,1447.0,20.083,106.703
20240328,Stock,ACU,4.0,6.0,7.0,8.0,10.261000000000003,957.673,128.0,396.0,2.2770000000000006,12.538,6711.0,195.0,286.0,310.0,2.734,8.817
20240328,Stock,ACVA,8.0,5.0,4.0,6.0,212.31,13931.094000000001,742.0,5562.0,34.37199999999999,246.68199999999996,105528.0,4810.0,4482.0,5552.0,103.55499999999999,246.24399999999997
20240328,Stock,ACXP,2.0,4.0,7.0,2.0,6.941999999999999,265.303,72.0,122.0,3.889,10.831,1564.0,50.0,71.0,122.0,2.3729999999999998,10.831
20240328,Stock,ADBE,10.0,7.0,2.0,10.0,876.594,27181.893999999997,18468.0,46445.0,740.1170000000001,1616.711,363779.0,27952.0,40991.0,46417.0,692.551,1615.541
20240328,Stock,ADEA,6.0,5.0,3.0,5.0,171.87199999999999,6840.331999999999,707.0,3676.0,49.807,221.679,59236.0,2953.0,2463.0,3659.0,51.404,221.433
20240328,Stock,ADI,10.0,5.0,4.0,10.0,948.779,156268.176,8098.0,39961.0,292.647,1241.426,1837606.0,31828.0,35095.0,39924.0,668.162,1239.8650000000002
20240328,Stock,ADIL,1.0,9.0,9.0,2.0,22.604,468.08,22.0,211.0,3.7430000000000003,26.346999999999994,2759.0,189.0,97.0,211.0,2.2809999999999997,26.346999999999994
20240328,Stock,ADM,10.0,6.0,2.0,8.0,1632.411,58964.93200000001,6879.0,34758.0,455.152,2087.563,343832.0,27836.0,23169.0,34713.0,645.07,2084.3720000000003
20240328,Stock,ADMA,7.0,9.0,5.0,4.0,1029.1689999999996,29066.734999999997,2370.0,9111.0,254.61100000000002,1283.78,86652.0,6715.0,3812.0,9069.0,117.299,1279.859
20240328,Stock,ADN,1.0,7.0,10.0,1.0,155.711,1524.482,135.0,736.0,53.972,209.68300000000002,2796.0,601.0,240.0,736.0,8.125,209.68300000000002
20240328,Stock,ADP,10.0,3.0,1.0,10.0,310.833,29779.29,4624.0,16777.0,143.117,453.95000000000005,333522.0,12134.0,15038.0,16754.0,253.06700000000004,453.63300000000004
20240328,Stock,ADPT,5.0,8.0,9.0,3.0,907.9979999999999,29974.816999999995,1415.0,8848.0,135.671,1043.669,118268.0,7401.0,3286.0,8816.0,95.176,1041.1660000000002
20240328,Stock,ADRT,2.0,1.0,8.0,5.0,0.0,20.542,3.0,3.0,0.003,0.003,136.0,0.0,3.0,3.0,0.003,0.003
20240328,Stock,ADSK,10.0,3.0,1.0,10.0,196.94800000000006,21588.743000000002,4170.0,12318.0,96.35699999999999,293.305,227752.0,8131.0,11181.0,12300.0,165.114,292.856
20240328,Stock,ADT,8.0,6.0,2.0,4.0,1330.756,79169.271,3965.0,10412.0,645.1080000000001,1975.8639999999996,74455.0,6415.0,3395.0,10369.0,95.342,1970.6779999999999
20240328,Stock,ADTH,4.0,3.0,9.0,3.0,136.96399999999997,3013.1310000000003,379.0,1313.0,39.406,176.36999999999998,16256.0,934.0,642.0,1311.0,22.005,175.86999999999998
20240328,Stock,ADTN,5.0,7.0,8.0,3.0,237.8,9540.623,734.0,3854.0,36.69,274.49,65475.0,3114.0,2150.0,3848.0,52.03699999999999,274.147
20240328,Stock,ADTX,1.0,10.0,10.0,3.0,46.82899999999999,618.444,200.0,571.0,18.583999999999996,65.41300000000001,4092.0,371.0,250.0,571.0,8.753,65.41300000000001
20240328,Stock,ADUS,7.0,4.0,3.0,9.0,12.544000000000002,2960.513,556.0,1337.0,6.821,19.365,27620.0,780.0,1298.0,1336.0,14.783999999999997,19.314999999999998
20240328,Stock,ADV,7.0,3.0,7.0,3.0,401.38300000000004,8027.0289999999995,1263.0,5441.0,75.515,476.898,54088.0,4166.0,2794.0,5428.0,80.212,475.712
20240328,Stock,ADVM,4.0,4.0,8.0,5.0,33.533,6655.588000000001,593.0,1590.0,11.369,44.902,55029.0,993.0,1369.0,1586.0,20.506999999999998,44.695
20240328,Stock,AE,3.0,5.0,8.0,7.0,2.437,130.107,22.0,85.0,0.6699999999999999,3.1069999999999998,1302.0,56.0,69.0,76.0,1.444,2.394
20240328,Stock,AEAE,3.0,1.0,1.0,5.0,1.4,29.160000000000004,7.0,17.0,0.554,1.954,151.0,10.0,3.0,17.0,0.154,1.954
20240328,Stock,AEE,10.0,6.0,2.0,9.0,455.524,42677.089,1708.0,12004.0,114.277,569.8009999999999,311812.0,10271.0,8885.0,11976.0,192.534,567.923
20240328,Stock,AEHR,5.0,10.0,8.0,5.0,326.719,14697.008000000002,1043.0,7177.0,47.92700000000001,374.6460000000001,106868.0,6115.0,5613.0,7157.0,119.36999999999998,373.20500000000004
20240328,Stock,AEI,1.0,1.0,9.0,1.0,2.268,151.509,2.0,47.0,0.10500000000000001,2.373,669.0,45.0,36.0,47.0,0.41600000000000004,2.373
20240328,Stock,AEIS,8.0,5.0,4.0,9.0,48.627,6241.5019999999995,1163.0,3250.0,25.265,73.89200000000001,57129.0,2081.0,2977.0,3244.0,41.717999999999996,73.82000000000001
20240328,Stock,AEL,8.0,4.0,1.0,8.0,139.771,4151.858,458.0,2707.0,42.453,182.22400000000002,32243.0,2234.0,1704.0,2692.0,36.872,181.00300000000001
20240328,Stock,AEMD,1.0,5.0,7.0,2.0,6.057,86.356,7.0,45.0,0.308,6.365,369.0,37.0,16.0,44.0,0.4,6.265000000000001
20240328,Stock,AENT,3.0,1.0,9.0,2.0,8.793,144.45199999999997,34.0,89.0,3.7760000000000002,12.569,598.0,55.0,44.0,89.0,0.8400000000000001,12.569
20240328,Stock,AEO,8.0,9.0,5.0,7.0,1527.8290000000002,79707.763,5047.0,25631.0,347.696,1875.5249999999999,432917.0,20556.0,14387.0,25600.0,325.83500000000004,1873.0759999999998
20240328,Stock,AEON,5.0,2.0,10.0,5.0,14.193,969.4710000000002,518.0,937.0,14.615000000000004,28.807999999999996,7061.0,344.0,706.0,773.0,14.367,22.909
20240328,Stock,AEP,10.0,5.0,2.0,9.0,1256.3120000000001,67081.62000000001,2857.0,26113.0,125.664,1381.9759999999999,493986.0,23239.0,18950.0,26095.0,415.814,1381.525
20240328,Stock,AES,9.0,9.0,5.0,6.0,4008.9059999999995,170855.38400000005,8836.0,42009.0,1213.097,5222.003,412564.0,33029.0,16657.0,41828.0,469.959,5207.592
20240328,Stock,AESI,7.0,4.0,3.0,6.0,171.57400000000004,6799.379999999999,735.0,4020.0,39.986000000000004,211.56,58700.0,3284.0,2989.0,4018.0,61.754,211.45499999999998
20240328,Stock,AEVA,4.0,8.0,10.0,3.0,321.434,9379.030000000002,446.0,3760.0,21.791,343.225,50492.0,3313.0,2308.0,3759.0,57.038999999999994,343.125
20240328,Stock,AEYE,3.0,5.0,9.0,4.0,20.669,1508.7870000000003,131.0,450.0,6.127000000000001,26.796000000000003,8847.0,319.0,337.0,450.0,7.272,26.796000000000003
20240328,Stock,AFBI,3.0,2.0,2.0,6.0,3.74,23.069999999999997,30.0,56.0,4.618,8.358,183.0,26.0,28.0,56.0,1.3900000000000001,8.358
20240328,Stock,AFCG,4.0,8.0,5.0,5.0,88.517,3711.368,283.0,1386.0,15.529,104.04599999999999,29087.0,1103.0,844.0,1386.0,18.372999999999998,104.04599999999999
20240328,Stock,AFG,9.0,2.0,1.0,10.0,51.571,7351.276,890.0,3203.0,15.944000000000003,67.515,65839.0,2313.0,2986.0,3203.0,43.048,67.515
20240328,Stock,AFIB,1.0,7.0,7.0,1.0,68.611,2108.4539999999997,48.0,285.0,21.811,90.422,1810.0,237.0,37.0,285.0,1.017,90.422
20240328,Stock,AFL,10.0,4.0,1.0,9.0,736.917,58225.03799999999,3299.0,18968.0,118.49499999999999,855.412,409679.0,15660.0,14415.0,18957.0,310.60999999999996,854.576
20240328,Stock,AFRM,9.0,9.0,8.0,7.0,2406.3739999999993,135393.66,5805.0,38459.0,433.596,2839.97,718069.0,32549.0,24050.0,38346.0,645.958,2830.4159999999997
20240328,Stock,AGAE,2.0,2.0,9.0,1.0,6.537000000000001,218.314,6.0,59.0,1.608,8.145,1108.0,53.0,41.0,59.0,0.583,8.145
20240328,Stock,AGCO,9.0,5.0,2.0,9.0,127.912,11358.024,1801.0,7323.0,55.201,183.11300000000003,110980.0,5516.0,6640.0,7312.0,105.78800000000001,182.85300000000004
20240328,Stock,AGEN,4.0,8.0,8.0,1.0,1006.1319999999998,43675.278999999995,1089.0,4843.0,197.99499999999995,1204.127,45316.0,3746.0,941.0,4835.0,36.401,1203.3669999999997
20240328,Stock,AGFY,1.0,10.0,9.0,1.0,227.78799999999998,2128.278,106.0,810.0,35.665,263.45300000000003,4362.0,701.0,257.0,806.0,8.450000000000001,262.45300000000003
20240328,Stock,AGIO,7.0,6.0,5.0,7.0,127.70999999999997,13909.770999999999,780.0,4708.0,32.389,160.09899999999996,128458.0,3921.0,3976.0,4700.0,73.59199999999998,159.927
20240328,Stock,AGL,7.0,8.0,8.0,4.0,1805.4830000000002,64616.880999999994,3747.0,16565.0,421.49499999999995,2226.978,125517.0,12812.0,6540.0,16554.0,189.626,2225.574
20240328,Stock,AGM,7.0,7.0,4.0,10.0,13.147,3494.763,668.0,1588.0,12.422000000000002,25.568999999999996,33380.0,918.0,1523.0,1586.0,17.547,25.562999999999995
20240328,Stock,AGM.A,4.0,1.0,7.0,10.0,0.0,347.409,4.0,4.0,0.10900000000000001,0.10900000000000001,3596.0,0.0,3.0,4.0,0.009000000000000001,0.10900000000000001
20240328,Stock,AGR,9.0,2.0,1.0,7.0,190.99299999999997,12124.646999999999,481.0,4633.0,27.885,218.87799999999996,100718.0,4147.0,3523.0,4628.0,80.673,218.29699999999997
20240328,Stock,AGS,5.0,5.0,5.0,4.0,96.078,3992.5289999999995,408.0,1953.0,21.472,117.55,29072.0,1531.0,1277.0,1938.0,39.751000000000005,116.80199999999999
20240328,Stock,AGTI,7.0,2.0,1.0,4.0,143.013,14796.538,335.0,1569.0,20.316000000000003,163.329,45024.0,1224.0,925.0,1559.0,18.861,162.701
20240328,Stock,AGX,6.0,5.0,3.0,8.0,18.417999999999996,2967.3380000000006,376.0,952.0,8.576,26.993999999999996,23677.0,576.0,847.0,952.0,11.531,26.993999999999996
20240328,Stock,AGYS,7.0,7.0,4.0,9.0,53.465999999999994,5759.618999999999,1009.0,2926.0,34.50299999999999,87.96900000000001,49364.0,1915.0,2626.0,2924.0,48.747,87.81000000000002
20240328,Stock,AHCO,7.0,6.0,7.0,5.0,349.364,13329.205999999998,2487.0,8232.0,99.56,448.92400000000004,106657.0,5714.0,5838.0,8200.0,120.528,447.26900000000006
20240328,Stock,AI,8.0,10.0,6.0,7.0,1076.2470000000003,89853.20499999999,2773.0,15092.0,238.00199999999998,1314.2490000000003,275247.0,12307.0,9429.0,15080.0,228.328,1313.6310000000003
20240328,Stock,AIG,10.0,5.0,1.0,9.0,1228.585,70885.744,5348.0,29873.0,332.859,1561.4440000000002,541749.0,24496.0,21326.0,29839.0,516.0569999999999,1558.5320000000002
20240328,Stock,AIHS,1.0,2.0,10.0,1.0,2.433,108.189,3.0,23.0,0.02,2.453,505.0,20.0,11.0,23.0,0.29000000000000004,2.453
20240328,Stock,AIM,2.0,7.0,10.0,1.0,108.585,1021.4,240.0,785.0,45.044000000000004,153.62900000000002,2840.0,329.0,97.0,544.0,3.414,109.84200000000001
20240328,Stock,AIMD,1.0,9.0,8.0,1.0,57.765000000000015,424.985,30.0,149.0,2.644,60.409000000000006,1220.0,119.0,76.0,149.0,1.609,60.409000000000006
20240328,Stock,AIN,8.0,5.0,6.0,9.0,44.74199999999999,3275.563,992.0,2614.0,25.314999999999998,70.057,27042.0,1622.0,2337.0,2614.0,38.564,70.057
20240328,Stock,AINC,1.0,1.0,9.0,2.0,1.203,153.69699999999997,11.0,26.0,0.869,2.072,853.0,13.0,10.0,15.0,0.17400000000000002,1.207
20240328,Stock,AIP,4.0,2.0,7.0,4.0,34.141,4273.558999999999,352.0,1310.0,7.28,41.421,30838.0,955.0,1128.0,1307.0,20.589000000000002,41.121
20240328,Stock,AIR,7.0,8.0,2.0,8.0,94.819,4961.191000000001,968.0,4134.0,24.468,119.28700000000002,43838.0,3123.0,3641.0,4091.0,68.566,118.79400000000001
20240328,Stock,AIRE,2.0,5.0,9.0,2.0,40.037000000000006,2156.0589999999997,35.0,218.0,2.7270000000000003,42.764,4377.0,183.0,88.0,218.0,2.934,42.764
20240328,Stock,AIRG,3.0,1.0,5.0,3.0,0.511,65.426,26.0,31.0,2.135,2.646,365.0,5.0,25.0,31.0,0.656,2.646
20240328,Stock,AIRI,1.0,6.0,9.0,3.0,10.449999999999998,151.78499999999997,34.0,158.0,2.1790000000000003,12.629,1063.0,85.0,80.0,111.0,1.7539999999999998,8.341
20240328,Stock,AIRJ,5.0,1.0,9.0,5.0,11.379999999999999,254.941,30.0,143.0,2.245,13.625000000000002,2334.0,113.0,82.0,143.0,2.35,13.625000000000002
20240328,Stock,AIRS,5.0,1.0,5.0,4.0,1.9080000000000001,163.57600000000002,84.0,173.0,2.287,4.194999999999999,1671.0,89.0,155.0,173.0,2.2989999999999995,4.194999999999999
20240328,Stock,AIRT,3.0,2.0,10.0,6.0,2.523,149.898,18.0,35.0,1.173,3.6959999999999997,1404.0,17.0,20.0,35.0,0.592,3.6959999999999997
20240328,Stock,AISP,4.0,10.0,9.0,4.0,280.886,24393.68,1052.0,3653.0,73.808,354.6940000000001,57697.0,2599.0,2334.0,3650.0,57.803,354.379
20240328,Stock,AIT,9.0,6.0,1.0,10.0,52.672,7102.338,1311.0,3538.0,28.451999999999998,81.12400000000001,64232.0,2214.0,3216.0,3519.0,46.778000000000006,80.66600000000001
20240328,Stock,AIZ,9.0,5.0,2.0,10.0,80.99600000000001,8053.031000000001,1608.0,5307.0,39.919,120.915,78060.0,3686.0,4883.0,5283.0,71.24,120.651
20240328,Stock,AJG,10.0,4.0,1.0,10.0,209.671,13653.896,3664.0,11534.0,113.38200000000002,323.053,150033.0,7865.0,10299.0,11527.0,171.795,322.876
20240328,Stock,AKA,3.0,1.0,9.0,4.0,0.8400000000000001,54.953,12.0,37.0,0.516,1.3559999999999999,554.0,25.0,30.0,37.0,0.483,1.3559999999999999
20240328,Stock,AKAM,9.0,7.0,1.0,9.0,401.251,35247.632999999994,3182.0,15229.0,119.12200000000001,520.373,332993.0,12037.0,12962.0,15218.0,246.28,519.983
20240328,Stock,AKBA,5.0,10.0,10.0,2.0,14340.336,199395.59399999998,10866.0,54220.0,4416.892000000001,18757.228,330668.0,43251.0,13153.0,54035.0,396.124,18716.497
20240328,Stock,AKLI,2.0,3.0,10.0,1.0,80.157,1375.893,44.0,359.0,19.811000000000003,99.968,1687.0,315.0,91.0,359.0,3.7669999999999995,99.968
20240328,Stock,AKRO,7.0,9.0,7.0,7.0,257.175,27269.487999999998,1534.0,8338.0,66.825,324.0,198494.0,6788.0,6892.0,8318.0,131.15800000000002,323.80500000000006
20240328,Stock,AKTS,3.0,3.0,8.0,1.0,86.491,1797.55,101.0,716.0,14.147000000000002,100.63799999999999,5172.0,615.0,355.0,714.0,12.024000000000001,100.60599999999998
20240328,Stock,AKYA,4.0,3.0,7.0,3.0,72.232,2961.634,192.0,1215.0,9.664,81.896,19493.0,1022.0,813.0,1214.0,24.660999999999998,81.891
20240328,Stock,AL,8.0,8.0,2.0,8.0,336.252,34434.833,1155.0,9562.0,75.034,411.28599999999994,164525.0,8383.0,7334.0,9538.0,145.51,410.21799999999996
20240328,Stock,ALAB,9.0,9.0,9.0,9.0,910.275,38296.359,3763.0,16496.0,191.578,1101.8529999999998,109079.0,12682.0,12006.0,16442.0,300.601,1098.098
20240328,Stock,ALB,9.0,10.0,7.0,9.0,1265.2369999999999,56942.983,10929.0,39374.0,548.65,1813.8869999999997,488319.0,28430.0,31222.0,39356.0,719.5699999999999,1810.215
20240328,Stock,ALBT,1.0,10.0,10.0,1.0,69.944,543.5930000000001,25.0,150.0,4.602,74.546,1953.0,125.0,42.0,150.0,1.37,74.546
20240328,Stock,ALCC,5.0,9.0,1.0,5.0,242.09199999999998,2842.0269999999996,341.0,2773.0,52.163,294.255,19575.0,2425.0,1078.0,2766.0,43.977000000000004,293.555
20240328,Stock,ALCE,2.0,2.0,10.0,1.0,20.342999999999996,452.884,23.0,121.0,4.941,25.284,1424.0,98.0,42.0,121.0,1.7109999999999999,25.284
20240328,Stock,ALCO,4.0,2.0,6.0,7.0,4.493,812.77,133.0,318.0,3.388,7.881,7619.0,185.0,288.0,318.0,4.2299999999999995,7.881
20240328,Stock,ALDX,4.0,8.0,9.0,3.0,257.747,6218.894000000001,773.0,2921.0,52.21600000000001,309.9630000000001,35009.0,2147.0,1346.0,2919.0,36.515,309.7630000000001
20240328,Stock,ALE,8.0,4.0,1.0,8.0,92.364,7023.675,808.0,3344.0,25.994,118.358,62394.0,2531.0,2838.0,3337.0,50.495,118.14300000000001
20240328,Stock,ALEC,5.0,4.0,7.0,4.0,107.39499999999998,7053.951999999999,439.0,2717.0,18.137999999999998,125.53299999999999,52485.0,2278.0,2098.0,2717.0,43.98299999999999,125.53299999999999
20240328,Stock,ALEX,6.0,6.0,2.0,6.0,126.31399999999998,6295.302000000001,572.0,2684.0,38.332,164.646,48690.0,2111.0,1754.0,2683.0,42.201,164.546
