529,38880,5
530,23454,5
531,29609,18
532,44082,15
533,24264,14
534,38845,3
535,16259,22
536,8500,27
537,37990,4
538,36393,1
539,19463,26
540,39795,19
541,45834,14
542,45588,24
543,29360,1
544,18663,5
545,37859,7
546,17088,21
547,59273,5
548,13019,30
549,23657,28
550,12575,18
551,17195,22
552,5918,13
553,45958,15
554,45779,15
555,14811,3
556,50664,1
557,12872,9
558,12286,30
559,47489,8
560,64951,31
561,6427,8
562,2013,27
563,20010,6
564,39630,15
565,13514,8
566,38451,4
567,59759,19
568,62968,23
569,35142,27
570,18756,29
571,46882,6
572,48128,16
573,32255,8
574,5092,14
575,5274,27
576,30543,15
577,1165,20
578,41092,22
579,64153,31
580,3224,29
581,59659,8
582,24748,20
583,9844,28
584,51076,16
585,20616,2
586,8813,4
587,30926,4
588,6011,6
589,61888,29
590,17611,13
591,21730,21
592,51926,30
593,41177,6
594,32324,27
595,22159,21
596,22914,30
597,46691,28
598,40709,4
599,60016,17
600,24927,15
601,53223,7
602,29596,24
603,48404,5
604,15638,19
605,9340,3
606,37720,25
607,644,4
608,39045,11
609,7603,1
610,57552,23
611,10054,7
612,31477,14
613,4756,24
614,8195,24
615,6253,1
616,60998,3
617,44988,11
618,39431,8
619,50,13
620,22189,12
621,65087,7
622,61659,23
623,48867,19
624,2943,12
625,47748,31
626,21701,2
627,25358,2
628,41890,22
629,20722,4
630,45028,16
631,9609,19
632,40020,3
633,39652,14
634,40627,22
635,11830,15
636,21032,16
637,745,11
638,44657,14
639,11978,16
640,6833,11
641,42786,12
642,41144,29
643,26317,13
644,13782,7
645,14474,9
646,31613,2
647,59119,9
648,45806,17
649,5451,27
650,53359,12
651,43425,11
652,45161,9
653,12401,19
654,9232,3
655,19173,28
656,54927,8
657,36051,28
658,51825,30
659,64590,25
660,16919,8
661,65601,4
662,31600,8
663,12329,15
664,48300,11
665,65570,22
666,1750,31
667,61449,11
668,56891,14
669,11919,19
670,5859,30
671,5314,31
672,24899,30
673,27848,2
674,36082,19
675,2509,21
676,41365,16
677,61801,26
678,35038,16
679,26932,1
680,34694,20
681,29704,4
682,49179,23
683,53804,25
684,45279,22
685,65585,19
686,45122,26
687,2987,25
688,33525,22
689,52179,17
690,29109,1
691,27720,16
692,5933,24
693,34489,28
694,19746,4
695,20510,14
696,21227,1
697,3545,23
698,33746,13
699,36040,1
700,23141,24
701,50048,5
702,53663,21
703,41477,6
704,34686,11
705,13017,17
706,13859,25
707,28844,3
708,7017,6
709,5127,8
710,43303,3
711,28751,3
712,64603,19
713,67577,3
714,49227,17
715,67351,10
716,48677,29
717,14228,14
718,41025,9
719,48643,28
720,50780,19
721,3703,7
722,33539,12
723,18642,2
724,10806,25
725,18416,13
726,2103,30
727,65993,16
728,45403,21
729,54502,17
730,49026,3
731,18574,13
732,57942,11
733,41419,29
734,66925,3
735,60187,15
736,64358,9
737,710,3
738,37292,25
739,13706,29
740,391,17
741,21330,28
742,54951,13
743,52244,11
744,3752,5
745,13069,28
746,55154,23
747,28754,26
748,46783,28
749,21326,20
750,37318,4
751,57582,3
752,50124,14
753,11081,13
754,11444,16
755,3006,19
756,58291,28
757,62773,31
758,21590,7
759,1832,10
760,47843,28
761,41425,28
762,15749,2
763,23717,27
764,34954,4
765,9650,9
766,37161,25
767,14041,4
768,4572,22
769,61182,3
770,44708,21
771,50997,22
772,23660,8
773,19630,4
774,46950,19
775,1326,25
776,65995,14
777,23784,1
778,8343,16
779,33060,6
780,33915,30
781,42513,11
782,40385,19
783,67295,4
784,28904,11
785,63596,1
786,59185,31
787,67925,17
788,6614,21
789,140,27
790,42936,25
791,22293,20
792,48687,15
793,221,22
794,59518,10
795,29060,15
796,35448,18
797,4123,12
798,20498,5
799,60724,13
800,3532,8
801,43855,20
802,55099,22
803,4405,2
804,17166,11
805,57804,28
806,50334,20
807,39809,29
808,54779,14
809,66195,18
810,27209,20
811,66732,20
812,8053,1
813,58483,7
814,33932,17
815,50173,15
816,664,23
817,40061,13
818,33606,14
819,17234,2
820,60357,6
821,48726,29
822,32246,3
823,42189,15
824,65767,31
825,19729,24
826,43641,28
827,29906,6
828,62200,27
829,3795,3
830,2433,2
831,24057,22
832,12992,5
833,58290,2
834,33467,20
835,23850,31
836,9528,25
837,28144,28
838,64767,13
839,43344,26
840,45864,26
841,18232,22
842,28864,2
843,22340,5
844,43912,24
845,57448,26
846,13969,5
847,33000,7
848,2078,25
849,19574,23
850,32977,9
851,7744,28
852,22958,23
853,43004,13
854,56029,11
855,27084,13
856,28925,17
857,4163,1
858,49692,7
859,15877,21
860,62986,11
861,20329,1
862,29758,30
863,57855,29
864,68294,20
865,12720,4
866,49120,28
867,52377,7
868,49776,17
869,2690,13
870,28469,21
871,21097,29
872,19973,7
873,57593,15
874,62695,10
875,42811,11
876,51481,13
877,63470,30
878,34615,16
879,20128,16
880,67970,2
881,41468,23
882,61391,26
883,51312,10
884,22581,6
885,45772,9
886,2991,2
887,43339,19
888,9660,21
889,34460,29
890,53806,11
891,47986,8
892,28198,11
893,11498,16
894,41945,7
895,3581,14
896,19604,7
897,28172,2
898,57100,13
899,42861,14
900,22317,29
901,2922,25
902,63072,21
903,31956,24
904,442,27
905,63437,16
906,63823,19
907,16392,10
908,18618,3
909,5947,27
910,6674,12
911,46039,26
912,2129,23
913,27403,13
914,22793,26
915,20593,15
916,50114,19
917,20051,12
918,20543,17
919,60839,11
920,5296,12
921,11644,27
922,53423,13
923,51972,5
924,20381,19
925,39143,26
926,6098,29
927,7574,20
928,1750,7
929,31981,4
930,11373,22
931,39522,16
932,18934,8
933,63135,26
934,17397,14
935,31588,24
936,36613,22
937,29568,15
938,42200,12
939,28703,31
940,15001,25
941,43085,28
942,18563,1
943,42216,31
944,17530,4
945,31502,8
946,30720,11
947,58600,29
948,54098,29
949,56612,21
950,6042,11
951,39131,23
952,33836,6
953,11066,5
954,30793,4
955,31404,6
956,36453,16
957,54528,12
958,24731,10
959,46618,15
960,58635,17
961,42516,18
962,24844,10
963,18089,10
964,58426,11
965,8383,20
966,35827,18
967,56861,13
968,56856,30
969,56966,19
970,30012,4
971,9509,10
972,33847,3
973,22586,2
974,57407,16
975,12515,13
976,31722,3
977,17937,15
978,15533,23
979,46459,22
980,28397,16
981,50962,11
982,54253,24
983,64776,23
984,50155,29
985,43167,8
986,22870,10
987,60212,5
988,35926,19
989,17184,31
990,40657,17
991,9013,20
992,18262,7
993,46563,30
994,8341,1
995,31754,20
996,8844,26
997,57614,28
998,65568,17
999,65603,14
1000,49767,31
1001,20789,9
1002,53870,31
1003,10696,19
1004,31696,24
1005,65858,8
1006,47309,2
1007,65043,29
1008,8875,8
1009,6372,4
1010,58868,23
1011,22273,21
1012,30614,13
1013,33721,25
1014,22869,15
1015,56018,27
1016,19899,2
1017,22565,13
1018,39758,3
1019,5989,14
1020,25494,16
1021,10998,2
1022,21714,3
1023,13270,29
1024,40189,17
1025,9351,21
1026,20591,25
1027,13191,2
1028,23853,30
1029,63492,17
1030,32549,5
1031,35499,24
1032,44147,25
1033,10080,21
1034,23749,9
1035,56609,11
1036,22486,5
1037,41276,4
1038,32754,16
1039,61425,31
1040,5298,31
1041,9532,31
1042,30769,24
1043,35997,8
1044,56326,29
1045,30450,17
1046,66790,14
1047,39685,20
1048,53184,24
1049,255,23
1050,6758,18
1051,43121,1
1052,29906,28
1053,34210,1
1054,20805,11
1055,61144,8
1056,8092,16
1057,40404,26
1058,1725,26
1059,42082,7
1060,34112,5
1061,16502,15
1062,64574,17
1063,24525,12
1064,342,3
1065,48622,20
1066,61686,9
1067,2643,21
1068,53917,1
1069,10987,29
1070,13479,6
1071,21657,20
1072,27589,31
1073,7749,27
1074,19400,23
1075,13635,23
1076,28512,4
1077,1660,9
1078,25494,3
1079,13164,24
1080,68046,13
1081,36393,27
1082,67078,24
1083,60210,28
1084,50927,26
1085,16313,24
1086,3358,1
1087,52051,13
1088,55791,3
1089,3670,27
1090,58464,3
1091,29013,14
1092,58378,29
1093,34915,17
1094,24295,18
1095,64581,7
1096,65449,26
1097,57849,25
1098,37538,10
1099,24097,7
1100,42050,22
1101,53313,25
1102,10553,13
1103,17425,21
1104,26116,1
1105,35794,21
1106,5398,21
1107,58322,20
1108,53007,8
1109,19683,26
1110,58887,18
1111,39411,21
1112,38595,15
1113,24045,31
1114,65627,14
1115,34979,5
1116,6774,16
1117,5295,29
1118,6796,15
1119,66413,19
1120,34058,7
1121,64347,4
1122,47000,27
1123,66760,17
1124,4423,1
1125,15618,11
1126,19852,2
1127,12790,19
1128,18232,1
1129,43099,11
1130,22924,9
1131,45442,4
1132,46817,28
1133,25632,4
1134,2836,1
1135,5615,20
1136,65075,20
1137,22823,27
1138,58906,18
1139,36152,7
1140,958,8
1141,19172,23
1142,47414,27
1143,49858,21
1144,41070,29
1145,59037,24
1146,12174,31
1147,64344,25
1148,21997,17
1149,28413,23
1150,1579,11
1151,67869,16
1152,24892,23
1153,33628,27
1154,64094,20
1155,51502,6
1156,24745,23
1157,59283,2
1158,5589,25
1159,35741,23
1160,62524,17
1161,63763,10
1162,1392,28
1163,48224,7
1164,58847,20
1165,23705,16
1166,6074,4
1167,184,23
1168,39979,14
1169,66669,28
1170,30201,7
1171,42940,30
1172,58901,5
1173,29477,12
1174,38288,7
1175,65837,29
1176,37669,26
1177,62004,28
1178,2831,1
1179,2971,15
1180,31086,30
1181,1510,15
1182,63583,7
1183,5383,1
1184,50324,19
1185,31202,23
1186,67397,15
1187,36528,22
1188,13442,9
1189,54488,21
1190,44568,31
1191,18512,16
1192,14661,27
1193,66030,30
1194,53366,27
1195,14137,12
1196,51675,13
1197,49066,13
1198,37032,31
1199,27522,8
1200,40831,18
1201,48403,23
1202,24733,22
1203,21364,12
1204,10455,21
1205,28685,28
1206,18816,30
1207,6626,5
1208,44125,22
1209,58,7
1210,46919,16
1211,30093,9
1212,59643,5
1213,48135,28
1214,36916,25
1215,3473,4
1216,56574,15
1217,49044,31
1218,14065,19
1219,50212,6
1220,40660,12
1221,62271,23
1222,40897,7
1223,25141,19
1224,4162,10
1225,46709,3
1226,41330,16
1227,19045,8
1228,33272,8
1229,55184,7
1230,31301,29
1231,61049,22
1232,4048,15
1233,25109,26
1234,20826,29
1235,60681,19
1236,30980,14
1237,52094,20
1238,31788,20
1239,65826,1
1240,32689,6
1241,49885,15
1242,45308,20
1243,63024,3
1244,49070,26
1245,62981,18
1246,2150,19
1247,61124,14
1248,67087,21
1249,54683,1
1250,10271,9
1251,7501,17
1252,41855,9
1253,5528,15
1254,399,23
1255,56101,29
1256,28661,4
1257,14867,4
1258,24410,27
1259,62515,4
1260,56635,23
1261,47293,21
1262,14067,22
1263,37159,22
1264,32009,6
1265,33657,24
1266,18603,23
1267,62912,29
1268,22320,20
1269,66622,8
1270,16471,9
1271,53767,8
1272,63237,18
1273,46784,13
1274,61231,31
1275,12039,6
1276,16125,4
1277,203,30
1278,16458,20
1279,14462,24
1280,56098,18
1281,54641,21
1282,19992,16
1283,58396,3
1284,21708,13
1285,31159,13
1286,43636,14
1287,51812,9
1288,49243,19
1289,30245,22
1290,43602,19
1291,60939,5
1292,58535,29
1293,9497,24
1294,25372,28
1295,23339,2
1296,4841,7
1297,34599,9
1298,37789,23
1299,25456,1
1300,62033,9
1301,13017,2
1302,56673,20
1303,19661,30
1304,25419,28
1305,60010,29
1306,3769,25
1307,43276,26
1308,59043,15
1309,51497,16
1310,22903,20
1311,59837,30
1312,51863,10
1313,25442,6
1314,16940,9
1315,6212,6
1316,65412,7
1317,10421,4
1318,10207,1
1319,51570,4
1320,11522,19
1321,11339,24
1322,26316,30
1323,40463,13
1324,21995,5
1325,18564,23
1326,50441,28
1327,46053,4
1328,32720,1
1329,23034,18
1330,554,16
1331,22062,24
1332,2668,17
1333,17443,30
1334,42331,3
1335,20187,27
1336,31699,12
1337,38632,10
1338,35385,16
1339,11186,18
1340,56983,21
1341,8812,11
1342,26855,17
1343,2521,19
1344,5944,8
1345,18365,14
1346,67119,30
1347,67944,26
1348,52683,6
1349,43982,30
1350,15026,28
1351,56323,6
1352,44568,18
1353,50918,18
1354,13706,2
1355,54008,12
1356,58962,7
1357,11203,14
1358,66873,14
1359,59009,20
1360,28690,7
1361,40650,16
1362,18421,30
1363,3838,7
1364,31612,18
1365,26806,1
1366,29920,14
1367,66521,10
1368,51113,23
1369,29111,27
1370,16072,6
1371,36822,6
1372,32771,23
1373,2106,19
1374,30284,15
1375,67607,24
1376,24504,28
1377,15,23
1378,57924,15
1379,15684,14
1380,33756,30
1381,43648,28
1382,4679,12
1383,38100,20
1384,66246,30
1385,47449,27
1386,65071,30
1387,8125,15
1388,63561,26
1389,24468,9
1390,13628,8
1391,7547,21
1392,40022,30
1393,62863,16
1394,18010,20
1395,1215,29
1396,27591,12
1397,49936,13
1398,57155,28
1399,64160,16
1400,6507,28
1401,4923,2
1402,34769,10
1403,35618,29
1404,35899,29
1405,61310,19
1406,62364,16
1407,23696,10
1408,37311,21
1409,42841,6
1410,16106,18
1411,78,6
1412,32897,14
1413,6930,18
1414,33787,10
1415,54984,8
1416,62379,6
1417,36619,8
1418,54786,7
1419,16712,25
1420,11121,26
1421,15333,4
1422,34755,3
1423,3843,3
1424,28209,25
1425,35053,11
1426,3543,30
1427,35491,26
1428,4021,29
1429,1963,2
1430,1293,2
1431,61284,8
1432,12519,25
1433,45378,28
1434,10754,11
1435,54756,25
1436,55267,11
1437,41324,11
1438,34669,10
1439,12,30
1440,11268,22
1441,39521,27
1442,50553,10
1443,64048,13
1444,16221,1
1445,62043,1
1446,9027,22
1447,41938,12
1448,2047,3
1449,15271,14
1450,53435,20
1451,40654,5
1452,6712,4
1453,53951,14
1454,5430,27
1455,7849,12
1456,28755,1
1457,39284,11
1458,17550,6
1459,18243,16
1460,12110,29
1461,53564,7
1462,2735,15
1463,21715,9
1464,68099,16
1465,36845,13
1466,3396,11
1467,20497,1
1468,7736,7
1469,29930,25
1470,24353,29
1471,29941,20
1472,26487,11
1473,59276,11
1474,1178,23
1475,68016,19
1476,53264,19
1477,57412,3
1478,32188,21
1479,4033,7
1480,12736,29
1481,53929,12
1482,44579,27
1483,46354,20
1484,5007,20
1485,35151,25
1486,17461,4
1487,39773,27
1488,25986,29
1489,8197,16
1490,53879,7
1491,58148,25
1492,29095,29
1493,31553,22
1494,16041,19
1495,40925,1
1496,46508,31
1497,7521,5
1498,20634,26
1499,9512,14
1500,54865,12
1501,32377,30
1502,2890,8
1503,53417,26
1504,23603,5
1505,46958,31
1506,57486,2
1507,33325,26
1508,61478,7
1509,14631,20
1510,52288,4
1511,30676,21
1512,60696,30
1513,64133,1
1514,25833,17
1515,39358,23
1516,12258,29
1517,9585,30
1518,43356,3
1519,11968,3
1520,44660,27
1521,55377,7
1522,1362,28
1523,49363,7
1524,64961,18
1525,614,10
1526,57074,17
1527,55490,18
1528,43832,19
1529,45619,14
1530,39108,28
1531,68097,16
1532,3425,25
1533,39436,10
1534,11890,28
1535,31917,25
1536,35803,9
1537,26120,2
1538,11414,27
1539,13986,13
1540,48828,6
1541,1492,31
1542,32304,22
1543,18679,10
1544,11360,7
1545,14736,22
1546,6218,11
1547,28635,19
1548,40979,20
1549,60195,19
1550,2111,14
1551,6127,3
1552,59836,24
1553,65890,26
1554,4154,18
1555,65094,10
1556,50429,20
1557,3869,7
1558,28609,25
1559,20388,3
1560,62443,12
1561,59395,20
1562,51123,3
1563,26319,25
1564,67120,6
1565,62259,13
1566,57655,16
1567,38370,2
1568,31071,28
1569,33418,24
1570,27669,11
1571,17816,1
1572,34919,6
1573,10796,13
1574,41563,27
1575,42840,23
1576,36746,3
1577,7237,23
1578,51575,3
1579,278,15
1580,13747,30
1581,35547,13
1582,5410,24
1583,32317,16
1584,47855,20
1585,32128,18
1586,56404,3
1587,6916,13
1588,61142,14
1589,46409,30
1590,59443,14
1591,47869,7
1592,13840,22
1593,19069,15
1594,17390,23
1595,27126,21
1596,18488,23
1597,64879,2
1598,52138,27
1599,19659,14
1600,7585,12
1601,54357,2
1602,35448,18
1603,24069,8
1604,58950,4
1605,736,1
1606,62349,8
1607,6408,29
1608,9700,26
1609,59131,18
1610,56785,28
1611,2703,12
1612,16516,22
1613,6149,6
1614,63765,22
1615,67630,16
1616,61279,28
1617,26759,22
1618,16537,29
1619,56020,28
1620,54507,6
1621,14624,26
1622,40855,6
1623,35420,25
1624,26648,10
1625,22535,2
1626,53854,8
1627,18523,11
1628,49087,30
1629,12686,15
1630,44291,27
1631,67024,1
1632,16450,28
1633,47924,9
1634,58832,4
1635,57831,25
1636,53006,22
1637,34454,25
1638,61843,29
1639,62056,24
1640,12190,30
1641,39438,25
1642,33556,22
1643,35305,15
1644,2923,15
1645,33336,7
1646,37677,11
1647,8352,7
1648,65124,31
1649,11093,27
1650,34820,17
1651,17996,28
1652,67437,2
1653,65960,11
1654,17933,18
1655,13933,29
1656,56249,23
1657,47781,26
1658,13085,23
1659,65927,12
1660,22208,20
1661,39235,8
1662,60626,18
1663,60076,9
1664,7267,7
1665,9083,10
1666,21655,20
1667,25920,19
1668,22970,25
1669,3926,29
1670,43872,27
1671,3653,19
1672,10198,9
1673,12657,28
1674,8925,19
1675,58513,12
1676,43633,12
1677,65826,19
1678,9246,26
1679,47229,8
1680,33487,8
1681,36367,2
1682,66015,25
1683,36299,16
1684,66511,7
1685,17538,27
1686,19366,13
1687,11166,2
1688,34397,10
1689,23692,14
1690,50400,16
1691,28378,28
1692,41004,5
1693,7281,19
1694,2453,12
1695,18905,26
1696,33615,29
1697,52049,24
1698,56042,31
1699,24723,23
1700,19852,13
1701,47148,4
1702,12019,12
1703,65661,22
1704,14058,14
1705,20358,1
1706,42567,16
1707,46011,25
1708,53719,17
1709,29852,10
1710,17332,1
1711,38659,5
1712,61378,31
1713,15230,6
1714,65198,25
1715,19600,8
1716,31877,10
1717,21445,6
1718,25675,1
1719,52227,22
1720,6376,25
1721,24337,4
1722,22908,31
1723,65731,11
1724,62914,2
1725,36069,1
1726,14894,5
1727,30138,5
1728,56374,8
1729,10495,20
1730,2092,20
1731,5983,17
1732,2776,2
1733,22625,16
1734,22217,24
1735,9283,28
1736,21615,9
1737,1258,31
1738,50703,10
1739,15844,27
1740,63220,3
1741,28996,31
1742,17359,15
1743,43721,23
1744,44423,30
1745,36242,18
1746,2454,27
1747,19851,28
1748,20191,8
1749,26146,19
1750,19932,2
1751,24028,29
1752,25887,4
1753,60800,2
1754,58347,26
1755,13122,31
1756,63381,17
1757,39,9
1758,2626,21
1759,54371,10
1760,11876,13
1761,23790,11
1762,65710,29
1763,44866,25
1764,57072,24
1765,36691,5
1766,5446,22
1767,40806,1
1768,45517,13
1769,42600,1
1770,11836,23
1771,26507,1
1772,19956,15
1773,54771,17
1774,20190,28
1775,46336,3
1776,8695,12
1777,12623,14
1778,23091,9
1779,11561,20
1780,56145,29
1781,40783,17
1782,52963,26
1783,37088,23
1784,58400,4
1785,57380,21
1786,51409,7
1787,11013,19
1788,34916,22
1789,46033,18
1790,48814,9
1791,6929,21
1792,5443,27
1793,67643,11
1794,23929,12
1795,55999,31
1796,15295,18
1797,14952,11
1798,7399,6
1799,59651,30
1800,56482,2
1801,63527,5
1802,44886,18
1803,59135,8
1804,51016,11
1805,22948,10
1806,52221,18
1807,11446,7
1808,30502,24
1809,1559,25
1810,58172,30
1811,50777,21
1812,21657,10
1813,43039,29
1814,57292,18
1815,21328,23
1816,28077,8
1817,38610,3
1818,33882,15
1819,67280,16
1820,49877,3
1821,20816,17
1822,54514,12
1823,41974,3
1824,35336,16
1825,54220,25
1826,60575,11
1827,23337,3
1828,68451,25
1829,66710,2
1830,27498,2
1831,26776,8
1832,47179,15
1833,61140,25
1834,18635,15
1835,4537,3
1836,21932,1
1837,34258,11
1838,3677,16
1839,61347,3
1840,39421,26
1841,59556,2
1842,41211,18
1843,23778,28
1844,45633,28
1845,25852,26
1846,53540,4
1847,68177,28
1848,2012,5
1849,23254,18
1850,23493,14
1851,30899,14
1852,62100,19
1853,18360,29
1854,3557,28
1855,26816,16
1856,56624,19
1857,45471,22
1858,28785,6
1859,59369,9
1860,53982,10
1861,44281,2
1862,65912,14
1863,55989,20
1864,44410,3
1865,60130,16
1866,33532,30
1867,51946,24
1868,42403,31
1869,2426,16
1870,19556,21
1871,18367,1
1872,32217,10
1873,22188,8
1874,1090,18
1875,12502,3
1876,2560,13
1877,40669,7
1878,50524,21
