id,dateid,product,ordermethod,area,promotion
808,1,93,0,3,36
809,1,93,0,3,36
810,1,93,1,3,36
811,1,93,4,3,36
812,1,93,3,3,36
813,1,93,2,3,36
814,1,93,0,3,36
815,1,93,2,3,36
816,1,93,4,3,36
817,1,93,0,3,36
818,1,93,3,3,36
819,1,93,0,3,36
820,1,93,2,3,36
821,1,93,3,3,36
822,1,93,1,3,36
823,1,93,2,3,36
824,1,93,4,3,36
825,1,93,1,3,36
826,1,93,4,3,36
827,1,93,0,3,36
828,1,93,2,3,36
829,1,93,1,3,36
830,1,93,2,3,36
831,1,93,0,3,36
832,1,93,3,3,36
833,1,93,0,3,36
834,1,93,3,3,36
835,1,93,2,3,36
836,1,93,0,3,36
837,1,93,2,3,36
838,1,93,4,3,36
839,1,93,1,3,36
840,1,93,0,3,36
841,1,93,1,3,36
842,1,93,4,3,36
843,1,93,3,3,36
844,1,93,2,3,36
845,1,93,0,3,36
846,1,93,3,3,36
847,1,93,0,3,36
848,1,93,1,3,36
849,1,93,2,3,36
850,1,93,1,3,36
851,1,93,2,3,36
852,1,93,4,3,36
853,1,93,4,3,36
854,1,93,4,3,36
855,1,93,3,3,36
856,1,93,1,3,36
857,1,93,4,3,36
858,1,93,3,3,36
859,1,93,1,3,36
860,1,93,3,3,36
861,1,93,4,3,36
862,1,93,3,3,36
863,1,93,4,3,36
864,1,93,1,3,36
865,1,93,2,3,36
866,1,93,2,3,36
867,1,93,3,3,36
868,1,93,3,3,36
869,1,93,0,3,36
870,1,93,1,3,36
871,1,93,0,3,36
872,1,93,4,3,36
873,1,93,1,3,36
874,1,93,0,3,36
875,1,93,2,3,36
876,1,93,3,3,36
877,1,93,1,3,36
878,1,93,4,3,36
879,1,93,4,3,36
880,1,93,0,3,36
881,1,93,0,3,36
882,1,93,2,3,36
883,1,93,2,3,36
884,1,93,2,3,36
885,1,93,2,3,36
886,1,93,1,3,36
887,1,93,0,3,36
888,1,93,2,3,36
889,1,93,4,3,36
890,1,93,3,3,36
891,1,93,0,3,36
892,1,93,2,3,36
893,1,93,0,3,36
894,1,93,0,3,36
895,1,96,4,3,NULL
896,1,97,1,3,NULL
897,1,97,0,3,NULL
898,1,9,2,4,NULL
899,1,9,1,4,NULL
900,1,11,0,4,NULL
901,1,12,4,4,NULL
902,1,18,3,4,NULL
903,1,23,4,4,NULL
904,1,25,2,4,NULL
905,1,26,3,4,NULL
906,1,26,3,4,NULL
907,1,29,2,4,NULL
908,1,31,3,4,NULL
909,1,43,4,4,NULL
910,1,43,4,4,NULL
911,1,46,2,4,NULL
912,1,53,4,4,NULL
913,1,55,1,4,NULL
914,1,58,3,4,NULL
915,1,59,1,4,NULL
916,1,61,0,4,NULL
917,1,61,4,4,NULL
918,1,67,1,4,NULL
919,1,74,4,4,NULL
920,1,84,0,4,NULL
921,1,84,2,4,NULL
922,1,86,1,4,NULL
923,1,86,1,4,NULL
924,1,89,4,4,NULL
925,1,89,3,4,NULL
926,1,95,2,4,NULL
927,1,95,2,4,NULL
928,1,96,2,4,NULL
929,1,96,0,4,NULL
930,1,97,4,4,NULL
931,1,2,4,5,NULL
932,1,2,3,5,NULL
933,1,5,0,5,NULL
934,1,8,0,5,NULL
935,1,16,1,5,12
936,1,16,1,5,12
937,1,16,0,5,12
938,1,16,0,5,12
939,1,16,1,5,12
940,1,16,1,5,12
941,1,16,4,5,12
942,1,16,4,5,12
943,1,16,3,5,12
944,1,16,1,5,12
945,1,16,0,5,12
946,1,16,2,5,12
947,1,16,4,5,12
948,1,16,0,5,12
949,1,16,1,5,12
950,1,16,4,5,12
951,1,16,3,5,12
952,1,16,0,5,12
953,1,16,1,5,12
954,1,16,1,5,12
955,1,16,2,5,12
956,1,16,2,5,12
957,1,16,1,5,12
958,1,16,3,5,12
959,1,16,0,5,12
960,1,16,3,5,12
961,1,16,0,5,12
962,1,16,2,5,12
963,1,16,0,5,12
964,1,16,2,5,12
965,1,16,1,5,12
966,1,16,1,5,12
967,1,16,3,5,12
968,1,16,3,5,12
969,1,16,3,5,12
970,1,16,0,5,12
971,1,16,0,5,12
972,1,16,1,5,12
973,1,16,3,5,12
974,1,16,3,5,12
975,1,16,4,5,12
976,1,16,3,5,12
977,1,16,2,5,12
978,1,16,4,5,12
979,1,16,1,5,12
980,1,16,2,5,12
981,1,16,1,5,12
982,1,16,2,5,12
983,1,17,1,5,NULL
984,1,17,0,5,NULL
985,1,20,1,5,NULL
986,1,29,2,5,NULL
987,1,29,3,5,NULL
988,1,30,0,5,NULL
989,1,32,2,5,NULL
990,1,32,1,5,NULL
991,1,40,4,5,NULL
992,1,44,1,5,NULL
993,1,44,3,5,NULL
994,1,46,3,5,NULL
995,1,49,2,5,NULL
996,1,50,2,5,NULL
997,1,58,1,5,NULL
998,1,58,1,5,NULL
999,1,61,1,5,NULL
1000,1,61,0,5,NULL
1001,1,67,2,5,NULL
1002,1,67,2,5,NULL
1003,1,74,2,5,NULL
1004,1,77,3,5,NULL
1005,1,77,0,5,NULL
1006,1,78,4,5,NULL
1007,1,78,0,5,NULL
1008,1,80,0,5,NULL
1009,1,80,4,5,NULL
1010,1,81,0,5,NULL
1011,1,81,0,5,NULL
1012,1,85,4,5,NULL
1013,1,86,0,5,NULL
1014,1,86,1,5,NULL
1015,1,87,4,5,NULL
1016,1,90,3,5,NULL
1017,1,91,4,5,NULL
1018,1,91,4,5,NULL
1019,1,94,2,5,NULL
1020,1,94,1,5,NULL
1021,1,99,3,5,NULL
1022,1,99,0,5,NULL
1023,1,0,4,6,NULL
1024,1,0,3,6,NULL
1025,1,1,3,6,NULL
1026,1,3,4,6,NULL
1027,1,10,2,6,NULL
1028,1,14,2,6,NULL
1029,1,14,4,6,NULL
1030,1,19,2,6,NULL
1031,1,25,3,6,NULL
1032,1,25,3,6,NULL
1033,1,31,4,6,NULL
1034,1,32,0,6,NULL
1035,1,47,0,6,NULL
1036,1,47,0,6,NULL
1037,1,48,3,6,NULL
1038,1,49,0,6,NULL
1039,1,51,0,6,NULL
1040,1,54,3,6,NULL
1041,1,55,0,6,NULL
1042,1,55,1,6,NULL
1043,1,56,0,6,NULL
1044,1,56,4,6,NULL
1045,1,57,0,6,NULL
1046,1,58,1,6,NULL
1047,1,58,4,6,NULL
1048,1,62,2,6,0
1049,1,62,2,6,0
1050,1,62,1,6,0
1051,1,62,4,6,0
1052,1,62,2,6,0
1053,1,62,0,6,0
1054,1,62,1,6,0
1055,1,62,1,6,0
1056,1,62,1,6,0
1057,1,62,2,6,0
1058,1,62,1,6,0
1059,1,62,1,6,0
1060,1,62,2,6,0
1061,1,62,0,6,0
1062,1,62,2,6,0
1063,1,62,2,6,0
1064,1,62,3,6,0
1065,1,62,3,6,0
1066,1,62,4,6,0
