

Logging started at: 2021-09-15T12:28:14.657. Denodo Monitor 8.0 update 20210715 started at: 2021-09-15T12:28:05.096. VDP Server 8.0 update 20210715 started at: 2021-09-15T12:17:17.189

ServerName	Host	Port	Id	Database	UserName	NotificationType	SessionId	StartTime	EndTime	Duration	WaitingTime	NumRows	State	Completed	Cache	Query	RequestType	Elements	UserAgent	AccessInterface	ClientIP	TransactionId	WebServiceName
server_loc	192.168.100.1	29997	46	denodo_training	admin	endRequest	10	2021-09-15T12:30:26.853	2021-09-15T12:30:26.908	55	0	1	OK	true	false	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	"denodo_training"."get_cache_configuration()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	47	denodo_training	admin	startRequest	10	2021-09-15T12:30:26.938	-	-	-	-	-	-	-	DESC VIEW denodo_training.bv_ho_order_item	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	47	denodo_training	admin	endRequest	10	2021-09-15T12:30:26.938	2021-09-15T12:30:26.946	8	0	-	OK	-	-	DESC VIEW denodo_training.bv_ho_order_item	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	48	denodo_training	admin	startRequest	10	2021-09-15T12:30:26.961	-	-	-	-	-	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_order_item	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	48	denodo_training	admin	endRequest	10	2021-09-15T12:30:26.961	2021-09-15T12:30:26.968	7	0	-	OK	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_order_item	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	49	denodo_training	admin	startRequest	10	2021-09-15T12:30:27.063	-	-	-	-	-	-	-	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_order_item', false)	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	49	denodo_training	admin	endRequest	10	2021-09-15T12:30:27.063	2021-09-15T12:30:27.091	28	0	6	OK	true	false	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_order_item', false)	SELECT VIEW	"denodo_training"."get_available_stats_modes()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	50	denodo_training	admin	startRequest	10	2021-09-15T12:30:30.803	-	-	-	-	-	-	-	SELECT * FROM bv_ho_order_item LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	50	denodo_training	admin	endRequest	10	2021-09-15T12:30:30.803	2021-09-15T12:30:31.025	222	0	150	OK	true	false	SELECT * FROM bv_ho_order_item LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT BASE VIEW	"denodo_training"."bv_ho_order_item"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	51	denodo_training	admin	startRequest	10	2021-09-15T12:31:05.985	-	-	-	-	-	-	-	SELECT * FROM bv_ho_order_item LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	51	denodo_training	admin	endRequest	10	2021-09-15T12:31:05.985	2021-09-15T12:31:06.193	208	0	150	OK	true	false	SELECT * FROM bv_ho_order_item LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT BASE VIEW	"denodo_training"."bv_ho_order_item"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	52	denodo_training	admin	startRequest	10	2021-09-15T12:31:17.094	-	-	-	-	-	-	-	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	52	denodo_training	admin	endRequest	10	2021-09-15T12:31:17.094	2021-09-15T12:31:17.111	17	0	1	OK	true	false	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	"denodo_training"."get_cache_configuration()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	53	denodo_training	admin	startRequest	10	2021-09-15T12:31:17.131	-	-	-	-	-	-	-	DESC VIEW denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	53	denodo_training	admin	endRequest	10	2021-09-15T12:31:17.131	2021-09-15T12:31:17.139	8	0	-	OK	-	-	DESC VIEW denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	54	denodo_training	admin	startRequest	10	2021-09-15T12:31:17.153	-	-	-	-	-	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	54	denodo_training	admin	endRequest	10	2021-09-15T12:31:17.153	2021-09-15T12:31:17.157	4	0	-	OK	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	55	denodo_training	admin	startRequest	10	2021-09-15T12:31:17.328	-	-	-	-	-	-	-	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_orders', false)	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	55	denodo_training	admin	endRequest	10	2021-09-15T12:31:17.328	2021-09-15T12:31:17.355	27	0	6	OK	true	false	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_orders', false)	SELECT VIEW	"denodo_training"."get_available_stats_modes()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	56	denodo_training	admin	startRequest	10	2021-09-15T12:31:19.238	-	-	-	-	-	-	-	SELECT * FROM bv_ho_orders LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	56	denodo_training	admin	endRequest	10	2021-09-15T12:31:19.238	2021-09-15T12:31:19.467	229	0	0	ERROR	false	false	SELECT * FROM bv_ho_orders LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT BASE VIEW	"denodo_training"."bv_ho_orders"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	57	denodo_training	admin	startRequest	10	2021-09-15T12:31:27.248	-	-	-	-	-	-	-	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	57	denodo_training	admin	endRequest	10	2021-09-15T12:31:27.248	2021-09-15T12:31:27.265	17	0	1	OK	true	false	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	"denodo_training"."get_cache_configuration()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	58	denodo_training	admin	startRequest	10	2021-09-15T12:31:27.282	-	-	-	-	-	-	-	DESC VIEW denodo_training.bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	58	denodo_training	admin	endRequest	10	2021-09-15T12:31:27.282	2021-09-15T12:31:27.295	13	0	-	OK	-	-	DESC VIEW denodo_training.bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	59	denodo_training	admin	startRequest	10	2021-09-15T12:31:27.317	-	-	-	-	-	-	-	DESC WRAPPER jdbc denodo_training.bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	59	denodo_training	admin	endRequest	10	2021-09-15T12:31:27.317	2021-09-15T12:31:27.325	8	0	-	OK	-	-	DESC WRAPPER jdbc denodo_training.bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	60	denodo_training	admin	startRequest	10	2021-09-15T12:31:27.341	-	-	-	-	-	-	-	DESC WRAPPER jdbc denodo_training.ds_historical_orders_bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	60	denodo_training	admin	endRequest	10	2021-09-15T12:31:27.341	2021-09-15T12:31:27.345	4	0	-	OK	-	-	DESC WRAPPER jdbc denodo_training.ds_historical_orders_bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	61	denodo_training	admin	startRequest	10	2021-09-15T12:31:27.471	-	-	-	-	-	-	-	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_wo_customer', false)	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	62	query_acceleration	admin	startRequest	7	2021-09-15T12:31:27.474	-	-	-	-	-	-	-	CLOSE	CLOSE	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	62	query_acceleration	admin	endRequest	7	2021-09-15T12:31:27.474	2021-09-15T12:31:27.475	1	0	-	OK	-	-	CLOSE	CLOSE	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	63	admin	admin	startRequest	4	2021-09-15T12:31:27.478	-	-	-	-	-	-	-	CONNECT DATABASE `denodo_training`	CONNECT	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	61	denodo_training	admin	endRequest	10	2021-09-15T12:31:27.471	2021-09-15T12:31:27.492	21	0	6	OK	true	false	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_wo_customer', false)	SELECT VIEW	"denodo_training"."get_available_stats_modes()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	63	admin	admin	endRequest	4	2021-09-15T12:31:27.478	2021-09-15T12:31:27.514	36	0	-	OK	-	-	CONNECT DATABASE `denodo_training`	CONNECT	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	64	denodo_training	admin	startRequest	24	2021-09-15T12:31:27.516	-	-	-	-	-	-	-	DESC VIEWSTATSUMMARY bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	64	denodo_training	admin	endRequest	24	2021-09-15T12:31:27.516	2021-09-15T12:31:27.555	39	0	-	OK	-	-	DESC VIEWSTATSUMMARY bv_wo_customer	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	65	denodo_training	admin	startRequest	24	2021-09-15T12:31:29.661	-	-	-	-	-	-	-	SELECT * FROM bv_wo_customer LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	65	denodo_training	admin	endRequest	24	2021-09-15T12:31:29.661	2021-09-15T12:31:29.950	289	0	150	OK	true	false	SELECT * FROM bv_wo_customer LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT BASE VIEW	"denodo_training"."bv_wo_customer"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	66	denodo_training	admin	startRequest	24	2021-09-15T12:31:55.867	-	-	-	-	-	-	-	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	66	denodo_training	admin	endRequest	24	2021-09-15T12:31:55.867	2021-09-15T12:31:55.886	19	0	1	OK	true	false	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	"denodo_training"."get_cache_configuration()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	67	denodo_training	admin	startRequest	24	2021-09-15T12:31:55.902	-	-	-	-	-	-	-	DESC VIEW denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	67	denodo_training	admin	endRequest	24	2021-09-15T12:31:55.902	2021-09-15T12:31:55.904	2	0	-	OK	-	-	DESC VIEW denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	68	denodo_training	admin	startRequest	24	2021-09-15T12:31:55.914	-	-	-	-	-	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	68	denodo_training	admin	endRequest	24	2021-09-15T12:31:55.914	2021-09-15T12:31:55.914	0	0	-	OK	-	-	DESC WRAPPER jdbc denodo_training.bv_ho_orders	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	69	denodo_training	admin	startRequest	24	2021-09-15T12:31:56.053	-	-	-	-	-	-	-	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_orders', false)	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	69	denodo_training	admin	endRequest	24	2021-09-15T12:31:56.053	2021-09-15T12:31:56.068	15	0	6	OK	true	false	SELECT "stats_mode", "description_code","description","available_smart_stats" FROM GET_AVAILABLE_STATS_MODES('denodo_training','bv_ho_orders', false)	SELECT VIEW	"denodo_training"."get_available_stats_modes()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	70	denodo_training	admin	startRequest	24	2021-09-15T12:32:11.134	-	-	-	-	-	-	-	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	70	denodo_training	admin	endRequest	24	2021-09-15T12:32:11.134	2021-09-15T12:32:11.156	22	0	1	OK	true	false	SELECT database_name, database_datasource_name, datasource_name, adapter_database_name, adapter_database_version, adapter_driver_name, status, batch_size, time_to_live, maintenance, maintainer_period, target_catalog, target_schema FROM GET_CACHE_CONFIGURATION() WHERE database_name = 'denodo_training'	SELECT VIEW	"denodo_training"."get_cache_configuration()"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	71	denodo_training	admin	startRequest	24	2021-09-15T12:32:11.375	-	-	-	-	-	-	-	CALL GET_REFERENTIAL_CONSTRAINTS({ROW('denodo_training','bv_ho_order_item')})	CALL PROCEDURE	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	71	denodo_training	admin	endRequest	24	2021-09-15T12:32:11.375	2021-09-15T12:32:11.407	32	0	0	OK	true	false	CALL GET_REFERENTIAL_CONSTRAINTS({ROW('denodo_training','bv_ho_order_item')})	CALL PROCEDURE	"denodo_training"."get_referential_constraints"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	72	denodo_training	admin	startRequest	24	2021-09-15T12:32:14.124	-	-	-	-	-	-	-	CALL GET_REFERENTIAL_CONSTRAINTS({ROW('denodo_training','bv_wo_customer')})	CALL PROCEDURE	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	72	denodo_training	admin	endRequest	24	2021-09-15T12:32:14.124	2021-09-15T12:32:14.136	12	0	0	OK	true	false	CALL GET_REFERENTIAL_CONSTRAINTS({ROW('denodo_training','bv_wo_customer')})	CALL PROCEDURE	"denodo_training"."get_referential_constraints"	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	73	denodo_training	admin	startRequest	24	2021-09-15T12:32:50.509	-	-	-	-	-	-	-	DESC SELECT bv_ho_order_item.id AS field0, bv_ho_order_item.order_id AS field1, bv_ho_order_item.product_id AS field2, bv_wo_customer.customer_code_internal AS field3, bv_wo_customer.first_name AS field4, bv_wo_customer.last_name AS field5, bv_wo_customer.email AS field6, bv_wo_customer.phone AS field7, bv_wo_customer.main_address AS field8, bv_wo_customer.main_postcode AS field9, bv_wo_customer.main_country AS field10, bv_wo_customer.registered_date AS field11 FROM (bv_ho_order_item AS bv_ho_order_item LEFT OUTER  JOIN bv_wo_customer AS bv_wo_customer ON bv_ho_order_item.id = bv_wo_customer.id)	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	73	denodo_training	admin	endRequest	24	2021-09-15T12:32:50.509	2021-09-15T12:32:50.630	121	0	-	OK	-	-	DESC SELECT bv_ho_order_item.id AS field0, bv_ho_order_item.order_id AS field1, bv_ho_order_item.product_id AS field2, bv_wo_customer.customer_code_internal AS field3, bv_wo_customer.first_name AS field4, bv_wo_customer.last_name AS field5, bv_wo_customer.email AS field6, bv_wo_customer.phone AS field7, bv_wo_customer.main_address AS field8, bv_wo_customer.main_postcode AS field9, bv_wo_customer.main_country AS field10, bv_wo_customer.registered_date AS field11 FROM (bv_ho_order_item AS bv_ho_order_item LEFT OUTER  JOIN bv_wo_customer AS bv_wo_customer ON bv_ho_order_item.id = bv_wo_customer.id)	DESC	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
server_loc	192.168.100.1	29997	74	denodo_training	admin	startRequest	24	2021-09-15T12:32:54.081	-	-	-	-	-	-	-	SELECT * FROM (SELECT bv_ho_order_item.id AS id, bv_ho_order_item.order_id AS order_id, bv_ho_order_item.product_id AS product_id, bv_wo_customer.customer_code_internal AS customer_code_internal, bv_wo_customer.first_name AS first_name, bv_wo_customer.last_name AS last_name, bv_wo_customer.email AS email, bv_wo_customer.phone AS phone, bv_wo_customer.main_address AS main_address, bv_wo_customer.main_postcode AS main_postcode, bv_wo_customer.main_country AS main_country, bv_wo_customer.registered_date AS registered_date FROM (bv_ho_order_item AS bv_ho_order_item LEFT OUTER  JOIN bv_wo_customer AS bv_wo_customer ON bv_ho_order_item.id = bv_wo_customer.id)) LIMIT 150 CONTEXT ('i18n'='us_pst', 'cache_wait_for_load'='true') TRACE	SELECT VIEW	-	Denodo-VDP-AdminTool	VDP-AdminTool	127.0.0.1	-	-
